,Song,1
15627,Red Rag Top,0
15628,Red Red Wine,1
15629,Red River Rock,0
15630,Red River Rose,0
15631,Red Room,0
15632,Red Roses,0
15633,Red Roses For A Blue Lady,0
15634,Red Roses For Mom,0
15635,Red Rubber Ball,0
15636,Red Sails In The Sunset,0
15637,Red Solo Cup,0
15638,Redbone,0
15639,Redemption,0
15640,Redemption Song,0
15641,Redneck Crazy,0
15642,Redneck Friend,0
15643,Redneck Games,0
15644,Redneck Stomp,0
15645,Redneck Woman,0
15646,Redneck Yacht Club,0
15647,Redwood Tree,0
15648,Reelin' & Rockin',0
15649,Reelin' And Rockin',0
15650,Reeling In The Years,0
15651,Reflections,0
15652,Reflections Of My Life,0
15653,Reflektor,0
15654,Refugee,0
15655,Regret,0
15656,Regret In Your Tears,0
15657,Regular Thang,0
15658,"Regulate (From ""Above The Rim"")",0
15659,Rehab,0
15660,Relationship,0
15661,Relax,0
15662,Relax & Party,0
15663,Release,0
15664,Release Me,2
15665,Release Me (And Let Me Love Again),0
15666,Release Yo' Delf,0
15667,Remedy,0
15668,Remember (Christmas),0
15669,Remember (Walkin' in the Sand),0
15670,Remember (Walking In The Sand),0
15671,Remember Baby,0
15672,Remember Diana,0
15673,Remember Me,0
15674,"Remember Me This Way (From ""Casper"")",0
15675,Remember My Name,0
15676,Remember The Name,0
15677,Remember The Night,0
15678,Remember The Nights,0
15679,Remember The Rain,0
15680,Remember The Rain?,0
15681,Remember The Time,0
15682,Remember Then,0
15683,Remember What I Told You To Forget/My Ship,0
15684,Remember What You Like,0
15685,Remember When,0
15686,Remember You,0
15687,Remind Me,0
15688,Remind Me To Forget,0
15689,Reminder,0
15690,Reminisce,0
15691,Reminiscing,0
15692,Remo's Theme (What If),0
15693,Remote Control,0
15694,Rendezvous,0
15695,Renee,0
15696,Renegade,0
15697,Renegades,0
15698,Rent Money,0
15699,Repetition,0
15700,Replay,0
15701,Representin',0
15702,Request Line,0
15703,Requiem For The Masses,0
15704,Rerun,0
15705,Rescue Me,0
15706,Reservations For Two,0
15707,Respect,2
15708,Respect The Game,0
15709,Respect Yourself,0
15710,Respectable,0
15711,Rest In Peace,0
15712,Rest In Pieces,0
15713,Rest Of My Life,0
15714,Restless,0
15715,Restless Heart,0
15716,Resurrection Shuffle,0
15717,"Return Of The Crooklyn Dodgers (From ""Clockers"")",0
15718,Return Of The Mack,0
15719,Return To Innocence,0
15720,Return To Me,0
15721,Return To Sender,0
15722,Reuben James,0
15723,Reunited,4
15724,Rev It Up,0
15725,Reveille Rock,0
15726,Revenge,0
15727,Reverend Mr. Black,0
15728,Reverse Cowgirl,0
15729,Revival,0
15730,Revival (Love Is Everywhere),0
15731,Revolution,0
15732,"Revolution (From ""Malcolm X"")",0
15733,Rewind,0
15734,Rewrite The Stars,0
15735,Rhapsody In Blue,0
15736,Rhapsody In The Rain,0
15737,Rhapsody In White,0
15738,Rhiannon (will You Ever Win),0
15739,Rhinestone Cowboy,2
15740,Rhumba Girl,0
15741,Rhyme Tyme People,0
15742,Rhythm,0
15743,Rhythm Divine,0
15744,Rhythm Is A Dancer,0
15745,Rhythm Is Gonna Get You,0
15746,Rhythm Nation,0
15747,Rhythm Of Love,0
15748,Rhythm Of My Heart,0
15749,Rhythm Of The Night,0
15750,Rhythm Of The Rain,0
15751,Rhythm of Love,0
15752,Rib Tip's (Part 1),0
15753,Ribbon In The Sky,0
15754,Ric Flair Drip,0
15755,Rice Is Nice,0
15756,Rich,0
15757,Rich $ex,0
15758,Rich & Sad,0
15759,Rich As F**k,0
15760,Rich Girl,2
15761,Rich Man,0
15762,Rich Sex,0
15763,Ricky,0
15764,Rico Suave,0
15765,Riddle,0
15766,Ride,0
15767,Ride 'em Cowboy,0
15768,Ride A White Swan,0
15769,Ride Away,0
15770,Ride Captain Ride,0
15771,Ride For You,0
15772,Ride Like The Wind,0
15773,Ride My See-Saw,0
15774,Ride Out,0
15775,Ride The Tiger,0
15776,Ride The Wild Surf,0
15777,Ride The Wind,0
15778,Ride Wit Me,0
15779,Ride Wit U,0
15780,Ride With Me,0
15781,Ride Your Pony,0
15782,Ride!,0
15783,"Ride, Ride, Ride",0
15784,Riders In The Sky,0
15785,Riders On The Storm,0
15786,Ridin',2
15787,Ridin' Low,0
15788,Ridin' My Thumb To Mexico,0
15789,Ridin' Rims,0
15790,Ridin' Solo,0
15791,Ridin' The Storm Out,0
15792,Ridin' The Wind,0
15793,Riding With Private Malone,0
15794,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,0
15795,Right Above It,0
15796,Right And Hype,0
15797,Right Away,0
15798,Right Back,0
15799,Right Back Where We Started From,0
15800,Right Before Your Eyes,0
15801,Right Beside You,0
15802,Right Between The Eyes,0
15803,Right By My Side,0
15804,Right By Your Side,0
15805,Right Down The Line,0
15806,Right Down To It,0
15807,Right Hand,0
15808,Right Here,0
15809,Right Here (Departed),0
15810,Right Here (Human Nature)/Downtown,0
15811,Right Here And Now,0
15812,Right Here Waiting,3
15813,"Right Here, Right Now",0
15814,Right Kind Of Love,0
15815,Right Next Door (Because Of Me),0
15816,Right Next To Me,0
15817,Right Now,0
15818,Right Now (Na Na Na),0
15819,Right Now And Not Later,0
15820,Right On The Money,0
15821,Right On The Tip Of My Tongue,0
15822,Right On Track,0
15823,Right Or Wrong,0
15824,Right Place Wrong Time,0
15825,Right Relations,0
15826,Right Round,6
15827,Right String But The Wrong Yo-Yo,0
15828,Right The First Time,0
15829,Right There,0
15830,Right Thru Me,0
15831,Right Thurr,0
15832,Right Time Of The Night,0
15833,Right Where I Need To Be,0
15834,Right Where You Want Me,0
15835,Riki Tiki Tavi,0
15836,Rikki Don't Lose That Number,0
15837,Ring,0
15838,Ring Dang Doo,0
15839,Ring My Bell,2
15840,Ring Of Fire,0
15841,Ring The Alarm,0
15842,Ring The Living Bell,0
15843,Ring-A-Ling-A-Lario,0
15844,Ringo,1
15845,Ringo's Theme (This Boy),0
15846,Rings,0
15847,Rinky Dink,0
15848,Rio,0
15849,Riot,0
15850,Rip Off,0
15851,Rip Van Winkle,0
15852,Riptide,0
15853,Rise,2
15854,Rise Above 1,0
15855,Rise Above This,0
15856,Rise To It,0
15857,Ritual,0
15858,Ritzy Mambo,0
15859,River,0
15860,River Bank,0
15861,River Deep - Mountain High,0
15862,"River Deep, Mountain High",0
15863,River Deep-Mountain High,0
15864,River Of Love,0
15865,River Road,0
15866,River's Invitation,0
15867,River's Risin',0
15868,"River, Stay 'Way From My Door",0
15869,Riverboat,0
15870,Rivers Of Babylon,0
15871,Road Hog,0
15872,Road Less Traveled,0
15873,Road Runner,0
15874,Roam,0
15875,Roar,2
15876,Robbery,0
15877,Robbin' The Cradle,0
15878,Robert de Niro's Waiting,0
15879,Roberta,0
15880,Roc Boys (And The Winner Is)...,0
15881,Roc The Mic,0
15882,"Roc Ya Body ""Mic Check 1,2""",0
15883,Rock,0
15884,Rock & Roll Runaway,0
15885,Rock & Roll Stew...Part 1,0
15886,Rock & Roll Strategy,0
15887,Rock 'N Roll (I Gave You The Best Years of My Life),0
15888,Rock 'N Roll Soul,0
15889,Rock 'N' Roll (I Gave You The Best Years Of My Life),0
15890,Rock 'N' Roll Woman,0
15891,Rock 'n' Roll Fantasy,0
15892,Rock 'n' Roll Is King,0
15893,Rock And A Hard Place,0
15894,Rock And Roll,0
15895,Rock And Roll All Nite,0
15896,Rock And Roll All Nite (live),0
15897,Rock And Roll Crazies,0
15898,Rock And Roll Dancin',0
15899,Rock And Roll Dreams Come Through,0
15900,Rock And Roll Girls,0
15901,Rock And Roll Heaven,0
15902,Rock And Roll Is Dead,0
15903,Rock And Roll Love Letter,0
15904,Rock And Roll Lullaby,0
15905,Rock And Roll Music,0
15906,Rock And Roll Never Forgets,0
15907,Rock And Roll Part 2,0
15908,Rock And Roll Star,0
15909,"Rock And Roll, Hoochie Koo",0
15910,Rock Around The Clock,0
15911,Rock Creek Park,0
15912,Rock Island Line,0
15913,Rock It,0
15914,Rock Lobster,0
15915,Rock Me,0
15916,Rock Me Amadeus,3
15917,Rock Me Baby,0
15918,Rock Me Gently,1
15919,Rock Me In The Cradle Of Love,0
15920,Rock Me On The Water,0
15921,Rock Me Tonight,0
15922,Rock Me Tonite,0
15923,Rock My World (Little Country Girl),0
15924,Rock N Roll,0
15925,Rock N' Roll (I Gave You The Best Years Of My Life),0
15926,Rock Of Ages,0
15927,Rock Of Life,0
15928,Rock On,0
15929,"Rock On (From ""Dream A Little Dream"")",1
15930,Rock Star,0
15931,Rock Steady,0
15932,Rock That Body,0
15933,Rock The Boat,1
15934,Rock The Casbah,0
15935,Rock The Night,0
15936,Rock The Party,0
15937,Rock This Town,0
15938,Rock Wit U (Awww Baby),0
15939,Rock Wit'cha,0
15940,Rock With You,4
15941,Rock Yo Hips,0
15942,Rock You Baby,0
15943,Rock You Like A Hurricane,0
15944,Rock Your Baby,2
15945,Rock Your Body,0
15946,Rock'N'roll To The Rescue,0
15947,Rock'n Me,1
15948,Rock-A-Bye Your Baby With A Dixie Melody,0
15949,Rock-A-Hula Baby,0
15950,Rock-A-Lott,0
15951,Rock-in Robin,0
15952,Rocka-Conga,0
15953,Rockabye,0
15954,Rockaway Beach,0
15955,Rocket,0
15956,Rocket 2 U,0
15957,Rocket Man,0
15958,Rocket Ride,0
15959,Rocket Ship,0
15960,Rocketeer,0
15961,Rockhouse (Part 2),0
15962,Rockin',0
15963,Rockin' All Over The World,0
15964,Rockin' And Rollin' On The Streets Of Hollywood,0
15965,Rockin' Around The Christmas Tree,0
15966,Rockin' At Midnight,0
15967,Rockin' Bicycle,0
15968,Rockin' Chair,0
15969,Rockin' Crickets,0
15970,Rockin' In The Jungle,0
15971,Rockin' In The Same Old Boat,0
15972,Rockin' Into The Night,0
15973,Rockin' Little Angel,0
15974,Rockin' Over The Beat,0
15975,Rockin' Pneumonia - Boogie Woogie Flu,0
15976,Rockin' Red Wing,0
15977,Rockin' Robin,0
15978,Rockin' Roll Baby,0
15979,Rockin' Soul,0
15980,Rockin' That Thang,0
15981,Rockin' With The King,0
15982,"Rockin', Rollin' Ocean",0
15983,Rocking Goose,0
15984,Rockit,0
15985,Rockstar,8
15986,Rockstar 101,0
15987,Rocky,0
15988,Rocky II Disco,0
15989,Rocky Mountain High,0
15990,Rocky Mountain Music,0
15991,Rocky Mountain Way,0
15992,Rodeo,0
15993,Roger That,0
15994,Roland The Roadie And Gertrude The Groupie,0
15995,Rolene,0
15996,Rolex,0
15997,Roll,0
15998,Roll In My Sweet Baby's Arms/I'm So Lonesome I Could Cry,0
15999,Roll In Peace,0
16000,Roll Me Away,0
16001,Roll On,0
16002,Roll On Down The Highway,0
16003,Roll Out (My Business),0
16004,Roll Over Beethoven,0
16005,Roll To Me,0
16006,Roll Up,0
16007,Roll Wit M.V.P. (We Be Like! The La La Song),0
16008,Roll Wit Tha Flava,0
16009,Roll With It,4
16010,Roll With Me,0
16011,Roll With The Changes,0
16012,Roller,0
16013,Roller Coaster,0
16014,Roller-Skatin' Mate (Part I),0
16015,Rollercoaster,0
16016,Rollin,0
16017,Rollin',0
16018,Rolling Down A Mountainside,0
16019,Rolling In The Deep,7
16020,Roly Poly,0
16021,Roman In Moscow,0
16022,Roman Reloaded,0
16023,Roman's Revenge,0
16024,Romancing The Stone,0
16025,Romantic,1
16026,Romantic Call,0
16027,Rome Will Never Leave You,0
16028,Romeo,0
16029,Romeo & Juliet,0
16030,Romeo And Juliet,0
16031,Romeo's Tune,0
16032,Rompe,0
16033,Ronan,0
16034,Roni,0
16035,Ronnie,0
16036,"Ronnie, Call Me When You Get A Chance",0
16037,Ronnies Rapp,0
16038,Room At The Top,0
16039,Room Full Of Roses,0
16040,Room Full Of Tears,0
16041,Room To Move,0
16042,Rooms On Fire,0
16043,Roosevelt And Ira Lee (Night of the Mossacin),0
16044,Roots,0
16045,"Roots, Rock, Reggae",0
16046,Rooty Toot Toot,0
16047,Rope,0
16048,Rosa Parks,0
16049,Rosalie,0
16050,Rosanna,0
16051,Rosanna's Going Wild,0
16052,Rose Bouquet,0
16053,Rose Garden,0
16054,Rose Of Cimarron,0
16055,Rose's Turn,0
16056,Rosealia,0
16057,Roses,0
16058,Roses And Rainbows,0
16059,Roses Are Red (My Love),4
16060,Roses Are Red My Love,0
16061,Rotation,0
16062,Rotten To The Core,0
16063,Rough & Ready,0
16064,Rough Boy,0
16065,Rough Boys,0
16066,Rough Lover,0
16067,Rough Water,0
16068,Roun' The Globe,0
16069,Round & Round,0
16070,Round And Round,0
16071,Round Every Corner,0
16072,Round Here,0
16073,Round Here Buzz,0
16074,Round Of Applause,0
16075,Round and Round,0
16076,Roundabout,0
16077,Route 101,0
16078,Route 66,0
16079,Route 66 Theme,0
16080,Route 66/Behind The Wheel,0
16081,Roxanne,0
16082,Roxanne `97 - Puff Daddy Remix,0
16083,"Roxanne, Roxanne",0
16084,Roxy Roller,0
16085,Royals,9
16086,Rub It In,0
16087,Rub You The Right Way,0
16088,Rubber Ball,0
16089,Rubber Band Man,0
16090,Rubber Biscuit,0
16091,Rubber Bullets,0
16092,Rubber Duckie,0
16093,Rubberband Girl,0
16094,Rubberneckin',0
16095,Rubbin Off The Paint,0
16096,Ruby,0
16097,Ruby Ann,0
16098,Ruby Baby,0
16099,Ruby Duby Du,0
16100,Ruby Duby Du From Key Witness,0
16101,Ruby Tuesday,1
16102,"Ruby, Baby",0
16103,"Ruby, Don't Take Your Love To Town",0
16104,Rude,6
16105,Rude Boy,5
16106,Rudolph The Red Nosed Reindeer,0
16107,Rudolph The Red-Nosed Reindeer,0
16108,Ruff Ryders' Anthem,0
16109,Ruffneck,0
16110,Ruin My Life,0
16111,Rule The World,0
16112,Rules Of Love,0
16113,Rumble,0
16114,Rumbleseat,0
16115,Rumor,0
16116,Rumor At The Honky Tonk,0
16117,Rumors,0
16118,Rumour Has It,0
16119,Rumour Has It / Someone Like You,0
16120,Rump Shaker,0
16121,Run,0
16122,Run Away,0
16123,"Run Away Child, Running Wild",0
16124,Run For Home,0
16125,Run For The Roses,0
16126,Run Home Girl,0
16127,Run It!,5
16128,Run Joey Run,0
16129,Run Like Hell,0
16130,Run Me Dry,0
16131,Run Red Run,0
16132,Run Rudolph Run,0
16133,Run Run Run,0
16134,Run Sally Run,0
16135,Run Samson Run,0
16136,Run Tell The People,0
16137,Run The World (Girls),0
16138,Run This Town,0
16139,Run To Him,0
16140,Run To Me,0
16141,Run To My Lovin' Arms,0
16142,Run To Paradise,0
16143,Run To You,0
16144,Run Up,0
16145,"Run, Baby Run (Back Into My Arms)",0
16146,"Run, Run, Look And See",0
16147,"Run, Run, Run",0
16148,"Run, Runaway",0
16149,"Run, Woman, Run",0
16150,Run-Around,0
16151,Runaround,0
16152,Runaround Sue,2
16153,Runaway,4
16154,Runaway Baby,0
16155,Runaway Love,0
16156,Runaway Rita,0
16157,Runaway Train,0
16158,Runaway/Happy Together,0
16159,Runaways,0
16160,Runner,0
16161,Runnin (Dying To Live),0
16162,Runnin',0
16163,Runnin' (Lose It All),0
16164,Runnin' Away,0
16165,Runnin' Back To Saskatoon,0
16166,Runnin' Blue,0
16167,Runnin' Down A Dream,0
16168,Runnin' Out Of Fools,0
16169,Runnin' Outta Moonlight,0
16170,Runnin' With The Devil,0
16171,Running,0
16172,Running Away,0
16173,Running Back,0
16174,Running Back To You,0
16175,Running Bear,3
16176,Running In The Family,0
16177,Running On Empty,0
16178,Running Out Of Time,0
16179,Running Scared,1
16180,Running Up That Hill,0
16181,Running With The Night,0
16182,Rush,0
16183,Rush Hour,0
16184,Rush Rush,5
16185,Russian Band Stand,0
16186,Russian Roulette,0
16187,Russians,0
16188,Rusty Bells,0
16189,Ruthless People,0
16190,"Ryde Or Die, Chick",0
16191,S&M,1
16192,S-W-I-M,0
16193,S.E.X.,0
16194,S.O.S.,0
16195,S.Y.S.L.J.F.M. (The Letter Song),0
16196,SOS,3
16197,STOOPID,0
16198,Sacred,0
16199,Sacred Emotion,0
16200,Sacrifice,0
16201,Sacrifices,0
16202,Sad,0
16203,Sad But True,0
16204,Sad Eyes,1
16205,Sad Eyes (Don't You Cry),0
16206,Sad Girl,0
16207,Sad Hearts,0
16208,Sad Mood,0
16209,Sad Movies (Make Me Cry),0
16210,Sad New Day,0
16211,Sad Songs (say So Much),0
16212,Sad Sweet Dreamer,0
16213,Sad Tomorrows,0
16214,Sad!,1
16215,"Sad, Sad Girl",0
16216,"Sad, Sad Girl And Boy",0
16217,Sadeness Part 1,0
16218,Sadie,0
16219,Safe & Sound,0
16220,Safe + Sound,0
16221,Safe And Sound,0
16222,Safe In My Garden,0
16223,Safety Dance,0
16224,"Saginaw, Michigan",0
16225,Said I Loved You...But I Lied,0
16226,Said I Wasn't Gonna Tell Nobody,0
16227,Sail,0
16228,Sail Around The World,0
16229,Sail Away,0
16230,Sail On,0
16231,Sail On Sailor,0
16232,Sailing,1
16233,Sailing Ships,0
16234,Sailor (Your Home Is The Sea),0
16235,Sailor Boy,0
16236,Saint,0
16237,Saint Of Me,0
16238,Sal's Got A Sugar Lip,0
16239,Sally,0
16240,Sally Had A Party,0
16241,Sally Walker,0
16242,Sally Was A Good Old Girl,0
16243,"Sally, Go 'round The Roses",0
16244,Salsoul Hustle,0
16245,Salt Shaker,0
16246,Saltwater Taffy,0
16247,Sam,0
16248,Sam's Place,0
16249,Sam's Song,0
16250,"Sam, You Made The Pants Too Long",0
16251,Samantha (What You Gonna Do?),0
16252,Same Bitches,0
16253,Same Damn Time,0
16254,Same Girl,0
16255,Same Love,0
16256,Same Ol' Shit,0
16257,Same Ol' Situation (S.O.S.),0
16258,Same Old Lang Syne,0
16259,Same Old Look,0
16260,Same Old Love,0
16261,Same Ole Love (365 Days A Year),0
16262,"Same Script, Different Cast",0
16263,Same Thing It Took,0
16264,Same Yung N***a,0
16265,San Antonio Rose,0
16266,San Bernadino,0
16267,San Franciscan Nights,0
16268,San Francisco (Be Sure To Wear Flowers In Your Hair),0
16269,San Francisco Girls (Return of the Native),0
16270,San Francisco Is A Lonely Town,0
16271,San-Ho-Zay,0
16272,Sanctified,0
16273,Sanctify Yourself,0
16274,Sandcastles,0
16275,Sandra's Rose,0
16276,Sandstorm,0
16277,Sandy,0
16278,Sangria,0
16279,Sangria Wine,0
16280,Sanguine Paradise,0
16281,Santa & The Touchables,0
16282,Santa Claus Is Coming To Town,0
16283,Santa Claus Is Watching You,0
16284,Santa Tell Me,0
16285,Santa's A Fat Bitch,0
16286,Sara,1
16287,Sara Smile,0
16288,Satellite,0
16289,Satin Pillows,0
16290,Satin Red And Black Velvet Woman,0
16291,Satin Sheets,0
16292,Satin Soul,0
16293,Satisfaction,0
16294,Satisfaction Guaranteed,0
16295,Satisfaction Guaranteed (Or Take Your Love Back),0
16296,Satisfied,1
16297,Satisfied Man,0
16298,Satisfied With You,0
16299,Satisfy Me,0
16300,Satisfy You,0
16301,Sativa,0
16302,Saturday,0
16303,Saturday (Oooh! Ooooh!),0
16304,Saturday In The Park,0
16305,Saturday Love,0
16306,Saturday Morning Confusion,0
16307,Saturday Night,1
16308,Saturday Night At The Movies,0
16309,Saturday Night At The World,0
16310,Saturday Night Special,0
16311,Saturday Night's Alright For Fighting,0
16312,"Saturday Night, Sunday Morning",0
16313,Saturday Nights,0
16314,Saturday Nite,0
16315,Saturday Sunshine,0
16316,Saturdaynight,0
16317,Sauce It Up,0
16318,Sauce!,0
16319,Sausalito,0
16320,Sausalito (Is The Place To Go),0
16321,Sausalito Summernight,0
16322,Savannah Nights,0
16323,Save A Horse (Ride A Cowboy),0
16324,Save A Prayer,0
16325,Save All Your Lovin' For Me,0
16326,Save It For A Rainy Day,0
16327,Save It For Me,0
16328,Save Me,0
16329,"Save Me, San Francisco",0
16330,Save My Soul,0
16331,Save Room,0
16332,Save Some Love,0
16333,Save The Best For Last,5
16334,Save The Country,0
16335,Save The Last Dance For Me,3
16336,Save The Night For Me,0
16337,Save The Overtime (For Me),0
16338,Save Tonight,0
16339,Save Up All Your Tears,0
16340,Save Your Heart For Me,0
16341,Save Your Kisses For Me,0
16342,Save Your Love,0
16343,Save Your Sugar For Me,0
16344,Saved,0
16345,Saved By Zero,0
16346,Savin' Me,0
16347,Savin' Myself,0
16348,Saving All My Love For You,1
16349,"Saving Forever For You (From ""Beverly Hills, 90210"")",0
16350,Saving Grace,0
16351,Saw A New Morning,0
16352,Sax Fifth Avenue,0
16353,Say,0
16354,Say A Prayer,0
16355,Say A',0
16356,Say Aah,0
16357,Say Amen (Saturday Night),0
16358,Say Goodbye,0
16359,Say Goodbye To Hollywood,0
16360,Say Goodbye To Little Jo,0
16361,Say Hello To Ronnie,0
16362,Say Hey (I Love You),0
16363,Say I,0
16364,Say I Am (What I Am),0
16365,Say I Yi Yi,0
16366,Say It,0
16367,Say It Again,0
16368,Say It Isn't So,0
16369,Say It Loud - I'm Black And I'm Proud (Part 1),0
16370,Say It Right,1
16371,Say It's Gonna Rain,0
16372,"Say It, Say It",0
16373,Say Man,0
16374,Say Maybe,0
16375,Say My Name,3
16376,Say OK,0
16377,Say Say Say,6
16378,Say Somethin',0
16379,Say Something,0
16380,Say Something Funny,0
16381,Say What,0
16382,Say Wonderful Things,0
16383,Say Yes,0
16384,Say You,0
16385,Say You Do,0
16386,Say You Love Me,0
16387,Say You Really Want Me,0
16388,Say You Will,0
16389,Say You Won't Let Go,0
16390,Say You'll Be Mine,0
16391,Say You'll Be There,0
16392,Say You'll Stay,0
16393,Say You'll Stay Until Tomorrow,0
16394,Say You're Wrong,0
16395,"Say You, Say Me",4
16396,"Say, Has Anybody Seen My Sweet Gypsy Rose",0
16397,Say... If You Feel Alright,0
16398,Sayin' Sorry (Don't Make It Right),0
16399,Scandal,0
16400,Scandalous,0
16401,Scar Tissue,0
16402,Scarborough Fair,0
16403,Scarborough Fair (/Canticle),0
16404,Scared To Be Lonely,0
16405,Scarlet Fever,0
16406,Scarlet Ribbons (For Her Hair),0
16407,Scarlett O'Hara,0
16408,"Scarred (From ""Eddie"")",0
16409,Scars,0
16410,Scars To Your Beautiful,0
16411,Scary Kisses,0
16412,Scary Monsters And Nice Sprites,0
16413,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),0
16414,Scenario,0
16415,Scent Of Attraction,0
16416,Schism,0
16417,Scholarships,0
16418,School Boy Crush,0
16419,School Is In,0
16420,School Is Out,0
16421,School Teacher,0
16422,School's Out,0
16423,Scientific Love,0
16424,Scorpio,0
16425,Scotch And Soda,0
16426,Scotch On The Rocks,0
16427,Scott Mescudi Vs. The World,0
16428,Scotty Doesn't Know,0
16429,Scratch,0
16430,Scratchy,0
16431,Scream,0
16432,Scream & Shout,0
16433,Scream/Childhood,0
16434,Screaming Night Hog,0
16435,Screams Of Passion,0
16436,Se La,0
16437,Sea Cruise,0
16438,Sea Of Heartbreak,0
16439,Sea Of Love,0
16440,Seal Our Fate,0
16441,Sealed With A Kiss,0
16442,Searchin',0
16443,Searching,0
16444,Searching For A Thrill,0
16445,Searching For My Love,0
