,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
32,n1WpP7iowLc,17.14.11,Eminem - Walk On Water (Audio) ft. Beyoncé,EminemVEVO,10,2017-11-10T17:00:03.000Z,"Eminem|""Walk""|""On""|""Water""|""Aftermath/Shady/Interscope""|""Rap""",17158531,787419,43420,125882,https://i.ytimg.com/vi/n1WpP7iowLc/default.jpg,False,False,False,Eminem's new track Walk on Water ft. Beyoncé is available everywhere: http://shady.sr/WOWEminem \nPlaylist Best of Eminem: https://goo.gl/AquNpo\nSubscribe for more: https://goo.gl/DxCrDV\n\nFor more visit: \nhttp://eminem.com\nhttp://facebook.com/eminem\nhttp://twitter.com/eminem\nhttp://instagram.com/eminem\nhttp://eminem.tumblr.com\nhttp://shadyrecords.com\nhttp://facebook.com/shadyrecords\nhttp://twitter.com/shadyrecords\nhttp://instagram.com/shadyrecords\nhttp://trustshady.tumblr.com\n\nMusic video by Eminem performing Walk On Water. (C) 2017 Aftermath Records\nhttp://vevo.ly/gA7xKt
40,PaJCFHXcWmM,17.14.11,U2 - The Blackout,U2VEVO,10,2017-11-13T17:00:04.000Z,"U2|""The""|""Blackout""|""Island""|""Records""|""Rock""",60506,5389,106,455,https://i.ytimg.com/vi/PaJCFHXcWmM/default.jpg,False,False,False,'The Blackout’ from upcoming album Songs of Experience – Pre-order now.\n \nFollow U2: http://www.u2.com/\nFacebook: https://U2.lnk.to/FBID\nTwitter: https://U2.lnk.to/TWID\nInstagram: https://U2.lnk.to/ISID\n \n#U2TheBlackout \n#U2SongsofExperience In the darkness where we learn to see\n\nMusic video by U2 performing The Blackout. (C) 2017 Universal Music Operations Limited\n\nhttp://vevo.ly/TETtx3
53,9t9u_yPEidY,17.14.11,"Jennifer Lopez - Amor, Amor, Amor (Official Video) ft. Wisin",JenniferLopezVEVO,10,2017-11-10T15:00:00.000Z,"Jennifer Lopez ft. Wisin|""Jennifer Lopez ft. Wisin Music""|""Jennifer Lopez ft. Wisin Official Video""|""Jennifer Lopez ft. Wisin Video""|""Jennifer Lopez ft. Wisin Video Oficial""|""Jennifer Lopez ft. Wisin Nuevo Video""|""Jennifer Lopez ft. Wisin New Video""|""Amor""|""Amor Official Video""|""Official Video""|""Amor Single""|""Single""|""Jennifer Lopez ft. Wisin New Single""|""Jennifer Lopez ft. Wisin Single""|""Jennifer Lopez ft. Wisin Amor""|""Jennifer""|""Lopez""",9548677,190083,15015,11473,https://i.ytimg.com/vi/9t9u_yPEidY/default.jpg,False,False,False,"Jennifer Lopez ft. Wisin - Amor, Amor, Amor (Official Music Video)\n“Amor, Amor, Amor” is available on these digital platforms!\niTunes: http://smarturl.it/AAAi\nApple Music: http://smarturl.it/AAAap\nSpotify: http://smarturl.it/AAAs\nAmazon Music: http://smarturl.it/AAAam\nGoogle Play: http://smarturl.it/AAAgp\nVideo: http://smarturl.it/AAAv\nLinkfire: https://SML.lnk.to/AAA\n\nFollow JLO!\nOfficial Site: http://www.jenniferlopez.com\nFacebook: https://www.facebook.com/jenniferlopez\nInstagram: https://www.instagram.com/jlo\nTwitter: https://twitter.com/jlo\nOfficial music video by Jennifer Lopez ft. Wisin performing Amor, Amor, Amor. (C) 2017 Sony Music Entertainment US Latin LLC"
63,ujyTQNNjjDU,17.14.11,G-Eazy - The Plan (Official Video),GEazyMusicVEVO,10,2017-11-10T05:00:01.000Z,"BPG/RVG/RCA Records|""G-Eazy""|""Rap""|""The Plan""",2642930,115795,3055,6410,https://i.ytimg.com/vi/ujyTQNNjjDU/default.jpg,False,False,False,New Album ‘The Beautiful & Damned’ Available Everywhere December 15 http://smarturl.it/TBAD\n \nPre-order exclusive TB&D bundles here: http://smarturl.it/TBAD/officialstore\n\nNew Music from G-Eazy. The Plan available now: http://smarturl.it/ThePlan\n \nApple Music: http://smarturl.it/TBAD/applemusic\nSpotify: http://smarturl.it/TBAD/spotify\niTunes: http://smarturl.it/TBAD/itunes\nAmazon Music: http://smarturl.it/TBAD/az\nGoogle Play: http://smarturl.it/TBAD/googleplay\nYouTube: http://smarturl.it/TBAD/youtube\n \nSubscribe for more exclusive G-Eazy footage: http://bit.ly/GEazyYTSub\n \nG-Eazy Official Site: http://g-eazy.com/\nG-Eazy On Twitter: https://twitter.com/G_Eazy\nG-Eazy On Facebook: https://www.facebook.com/G.Eazy\nG-Eazy on Instagram: https://www.instagram.com/g_eazy
74,lY_0mkYDZDU,17.14.11,Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,10,2017-11-10T17:00:05.000Z,"Foster|""The""|""People""|""Sit""|""Next""|""to""|""Me""|""(Vertical""|""Video)""|""Columbia""|""Alternative/Indie""",303956,18603,585,1745,https://i.ytimg.com/vi/lY_0mkYDZDU/default.jpg,False,False,False,Experience the Sit Next to Me video best on your mobile phone. Foster The People's new album 'Sacred Hearts Club' is available now: http://smarturl.it/SacredHeartsClub\n\niTunes: http://smarturl.it/SacredHeartsClubiT\nSpotify: http://smarturl.it/SacredHeartsClubSp\nAmazon: http://smarturl.it/SacredHeartsClubAmz\nGoogle Play: http://smarturl.it/SacredHeartsClubGP\nApple Music: http://smarturl.it/SacredHeartsClubAM\n\nBest of Foster The People: https://goo.gl/uYvBSH\nSubscribe here: https://goo.gl/a3NFyk\n\nFollow the band:\nhttp://fosterthepeople.com\nhttp://facebook.com/fosterthepeople\nhttp://twitter.com/fosterthepeople\nhttp://instagram.com/fosterthepeople\n\nProduction Company: PRETTYBIRD Pictures\nDirector: Fourclops & Brinton Bryan\nExecutive Producer: Candice Dragonas\nExecutive Producer: Derek Richmond\nCommissioner: Saul Levitz\nProducer: Judy Craig\nDirector of Photography: Carissa Dorson\nProduction Manager: Richard Theisen\n1st AD: Jeff Cobb\nVFX: Dawid Krępski\nWriter: Brooks Morrison
87,_Iz83-Cmt6A,17.14.11,Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards),CMAVEVO,10,2017-11-09T22:23:51.000Z,"Little|""Big""|""Town""|""with""|""Jimmy""|""Webb""|""Wichita""|""Lineman""|""(Live""|""from""|""the""|""CMA""|""Awards)""|""Country""|""Music""|""Association""|""Classic""",46746,439,66,55,https://i.ytimg.com/vi/_Iz83-Cmt6A/default.jpg,False,False,False,Music video by Little Big Town performing Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards). \n\nhttp://vevo.ly/YoYKZZ
104,pz95u3UVpaM,17.14.11,Camila Cabello - Havana (Vertical Video) ft. Young Thug,CamilaCabelloVEVO,10,2017-11-10T05:01:00.000Z,"camila cabello|""camila""|""young thug""|""havana""|""fifth harmony""|""5h""|""harmonizers""|""crying in the club""|""omg""|""i have questions""|""know no better""|""lauren jauregui""|""dinah jane""|""normandi kordei""|""ally brooke""|""lele""|""pons""|""lelepons""|""shawn mendes""|""LeLe Pons""|""LuJuan James""|""influencers""|""instagram influencer""|""lele instagram""|""latina influencer""|""lelepons dance videos""|""lele pons dance battle""|""Camila Cabello feat. Young Thug""|""Havana""|""Pop""|""Syco Music/Epic""",5476737,286268,4083,12254,https://i.ytimg.com/vi/pz95u3UVpaM/default.jpg,False,False,False,"Havana – Spotify Vertical Video \nVideo Director: Sam Lecca\nAvailable at Spotify: http://smarturl.it/Havana_Sptfy \n\nFind Camila Here: \nTwitter: @camila_cabello\nIG: @camila_cabello \nFacebook: @97camilacabello \nWebsite: www.camilacabello.com \n \n#Havana\n#HAVANAtheMOVIE\n#Camila\n#CamilaCabello\n \n(C) 2017 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment Category: Music License: Standard YouTube License\n \nCategory: Music"
109,viyRD5z6ilQ,17.14.11,Luke Bryan - O Holy Night (Audio),LukeBryanVEVO,10,2017-11-10T05:00:01.000Z,"Luke|""Bryan""|""Holy""|""Night""|""Capitol""|""Records""|""Nashville""|""Holiday""",125962,5048,139,369,https://i.ytimg.com/vi/viyRD5z6ilQ/default.jpg,False,False,False,"Music video by Luke Bryan performing O Holy Night. (C) 2017 UMG Recordings, Inc.\n\nhttp://vevo.ly/dh1t8w"
110,QFfEtKvXMAs,17.14.11,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,10,2017-11-10T17:00:05.000Z,"Niall Horan|""Niall""|""Horan""|""Too Much To Ask""|""Too Much Too Ask""|""To Much To Ask""|""To Much Too Ask""|""TMTA""|""Too Much To Ask Acoustic""|""Too Much Too Ask Acoustic""|""To Much To Ask Acoustic""|""To Much Too Ask Acoustic""|""TMTA Acoustic""|""Acoustic""|""Acoustic Video""",419341,53572,168,3083,https://i.ytimg.com/vi/QFfEtKvXMAs/default.jpg,False,False,False,Get Niall's album Flicker featuring 'Too Much to Ask' everywhere now: http://niall.to/FlickerYD\n\nFollow Niall:\nhttps://www.facebook.com/Niallofficial/\nhttps://twitter.com/NiallOfficial\nhttps://www.instagram.com/niallhoran/\nhttp://niall.to/websiteYD\n\nMusic video by Niall Horan performing Too Much To Ask. (C) 2017 Neon Haze Music Ltd under exclusive license to Capitol Records\n\nhttp://vevo.ly/bWKUOi\n\nBest of Niall Horan https://goo.gl/ZZfw2b\nNiall Horan - Audio Videos https://goo.gl/wKZzFM\n\nSubscribe for more https://goo.gl/ApUhRc
111,xg9ebVTL9yE,17.14.11,Empire Of The Sun - Way To Go,empireofthesunvevo,10,2017-11-10T05:00:06.000Z,"Empire|""Of""|""The""|""Sun""|""Way""|""To""|""Go""|""EMI""|""Alternative""|""eots""|""waay""|""too""|""goo""|""emipre of the sun""|""son""|""electronic""|""edm""|""australian""|""adm""|""aussie music. triplej""|""like a version""|""two leaves""|""flume""|""alison wonderland""|""cut copy""|""pnau""|""mgmt""|""hot chip""|""the presets""|""phoenix""|""hermitude""|""Nobumichi Asai""|""Ryo Kitabatake""",138988,7999,84,612,https://i.ytimg.com/vi/xg9ebVTL9yE/default.jpg,False,False,False,"Download or stream “Way to Go” by Empire of the Sun: https://EmpireOfTheSun.lnk.to/OnOurWayHome \n\nConnect with Empire of the Sun: \nhttps://www.facebook.com/empireofthesun/\nhttps://twitter.com/EmpireOfTheSun\nhttps://www.instagram.com/empireofthesunsound/\n\nCreative Director: Nobumichi Asai [WOW inc.]\nDirector: Ryo Kitabatake [WOW inc.]\nCG Designer: Tsutomu Miyajima [WOW inc.]\nCG Designer: Daisuke Morikawaki [WOW inc.]\nCG Designer: Shota Oga [WOW inc.]\nTechnical Director: Nobumichi Asai [WOW inc.]\nProducer: Nobumichi Asai [WOW inc.]\nAssistant Producer: Ayaka Motoyoshi [WOW inc.]\n\nCamera: Kimihiro Morikawa\nLighting Director: Ryu Shima [NAGAIHOSHI Co.,Ltd.]\nHair&Make-up: Ina\nStylist: DAN\n\nCompositor & Colourist: Akio Sakamaki [jitto inc.]\n\nDigital Humans & Performance Capture: [ZUKUN LABORATORY]\n\nProducer: Kazuhiko Mino\nMotion Capture Supervisor: Kenya Miki\nFacial Capture Supervisor: Hiromu Kinoshita\nDigital Artist: Tomoya Tanaka\nDigital Artist: Deng Xiaohui\nDigital Artist: Cheng Ze\nDigital Artist: Satoko Itakura\nMotion Capture Specialist: Yuuka Tomita\nMotion Capture Specialist: Kouta Isomura\nMotion Capture Specialist: Kazuya Takahashi\nMotion Capture Specialist: Riku Okada\nMotion Capture Specialist: Rina Sawada\nFacial Capture Specialist: Taisei Kurita\nFacial Capture Specialist: Manami Kira\nFacial Capture Specialist: Diogo Ribeiro\nCG Project Manager: Yuko Sadaki\nCG Producer: Sawami Takahashi\nProduction Supervisor: Ayumu Kasai\n\n【Special Thanks】\nTranslator: Mika Iwasaka \nTranslator: Michiru Sasaki  [WOW inc.]\nTranslator: Sumiko Shiraishi [F.O.A. Inc.]\n\nLyrics: \n\nsurfing the snow\nare you ready for \na revolution to show the way \nseven more weeks until the day\n\nbecause heart breaks come in an bend us the wrong way \nplaces memory are changing into all things\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\n\nwhat I see\nis nothing like before\ndreaming is the home of the brave \nfuture is the healing of pain\n\nbecause heart breaks come in an bend us the wrong way \nplaces memory are changing into all things\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \n\nlike a cannonball\nshot across the floor\nwe have found a way through the darkest hour\nlike a cannonball\nshot across the floor\nwe have little time for worry\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \n\n© 2016 The Sleepy Jackson Pty Ltd and Nick Littlemore, under exclusive licence to Universal Music Australia Pty Ltd"
112,fbHbTBP_u7U,17.14.11,NF - Let You Down,NFVEVO,10,2017-11-09T05:00:05.000Z,"NF|""Let You Down""|""music video""|""official video""|""I'm sorry that I let you down""|""nfrealmusic""|""perception""|""nf official""|""hip-hop""|""rap""|""singer""",1774018,88417,1002,7686,https://i.ytimg.com/vi/fbHbTBP_u7U/default.jpg,False,False,False,"Official music video for “Let You Down” by NF from the album Perception. \n\nStream ‘Perception’ \nSpotify: http://nfmusic.me/perception.sp?IQid=vevo\nApple: http://nfmusic.me/perception.ap?IQid=vevo\nSoundCloud: http://nfmusic.me/perception.sc?IQid=vevo\n\nDownload ‘Perception’ \niTunes: http://nfmusic.me/perception.it?IQid=vevo \nAmazon: http://nfmusic.me/perception.az?IQid=vevo \n\nGet ‘Perception’ on CD\nBest Buy: http://nfmusic.me/perception.bb?IQid=vevo\nAmazon: http://nfmusic.me/perception.azp?IQid=vevo\n\nSubscribe to NFVEVO: http://smarturl.it/NFVEVOSubscribe \n\nFollow NF \nInstagram: https://instagram.com/nfrealmusic/ \nFacebook: http://www.facebook.com/nfrealmusic \nTwitter: http://www.twitter.com/nfrealmusic \nSpotify: http://smarturl.it/NFSpotify \nWebsite: http://www.nfrealmusic.com/ \nEmail: http://smarturl.it/nfemail\n\nProducer: Nathan Feuerstein & Patrick Tohill\nDirector: Patrick Tohill & Nathan Feuerstein\n\nMusic video by NF performing Let You Down. (C) 2017 NF Real Music, LLC\n\nhttp://vevo.ly/pjlmEn"
124,J_QGZspO4gg,17.14.11,Sia - Snowman,SiaVEVO,10,2017-11-09T15:45:05.000Z,Sia Snowman Holiday,1624771,84426,1130,5981,https://i.ytimg.com/vi/J_QGZspO4gg/default.jpg,False,False,False,"Move over Frosty Snowman is here! Stream & download the song now https://fanlink.to/snowman\nPre-order Everyday Is Christmas, out November 17:https://sia.lnk.to/christmas\n\nUpcoming tour dates - http://siamusic.net/tour\n\nFollow Team Sia's Ear Candy on Spotify http://spoti.fi/1LMlB7X \nSubscribe to Sia on YouTube: http://bit.ly/1sudphS \nWebsite: http://siamusic.net \nTwitter: http://twitter.com/sia \nInstagram: http://instagram.com/SiaThisIsActing \nFacebook: http://facebook.com/siamusic \nSpotify: http://spoti.fi/1fKpbS0 \n\nPlaylist Best of Sia https://goo.gl/99ubCj \nSubscribe for more https://goo.gl/UA7cug\n\nMusic video by Sia performing Snowman. 2017 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States.\nBest of Sia: https://goo.gl/5UhyPz\nSubscribe here: https://goo.gl/68vUAG"
130,8l_e6bx8UG8,17.14.11,Remy Ma - Wake Me Up (Audio) ft. Lil' Kim,RemyMaVEVO,10,2017-11-08T17:00:00.000Z,"Columbia|""Hip Hop""|""Remy Ma feat. Lil' Kim""|""Wake Me Up""",1231518,32648,6221,9288,https://i.ytimg.com/vi/8l_e6bx8UG8/default.jpg,False,False,False,Remy Ma - Wake Me Up featuring Lil' Kim (Official Audio)\n\nGet Wake Me Up here: http://smarturl.it/WMU \n\nFollow Remy Ma: \nFacebook: https://www.facebook.com/Remy-Ma-1564469653829093/\nInstagram: https://www.instagram.com/remyma/ \nTwitter: https://twitter.com/RealRemyMa
134,cYw-oyJ7AEY,17.14.11,"Pitbull, Stereotypes - Jungle (Lyric Video) ft. E-40, Abraham Mateo",PitbullVEVO,10,2017-11-10T08:00:01.000Z,"Jungle|""Mr.305/Polo Grounds Music/RCA Records""|""Pitbull & Stereotypes feat. E-40 & Abraham Mateo""|""Pop""",264511,11736,532,743,https://i.ytimg.com/vi/cYw-oyJ7AEY/default.jpg,False,False,False,Get Pitbull’s new single “Jungle” with Stereotypes featuring E-40 and Abraham Mateo off his upcoming Greatest Hits album available December 1st!\niTunes - http://smarturl.it/pjungle/itunes?iQid=yt\nApple Music - http://smarturl.it/pjungle/applemusic?iQid=yt\nSpotify - http://smarturl.it/pjungle/spotify?iQid=yt\nGoogle Play - http://smarturl.it/pjungle/googleplay?iQid=yt\nAmazon - http://smarturl.it/pjungle/az?iQid=yt\n \nPre-order the Greatest Hits album now!\niTunes - http://smarturl.it/pgh/itunes?iQid=yt\nAmazon - http://smarturl.it/pgh/az?iQid=yt\nSpotify Pre-save - http://smarturl.it/pgh/spotifypresave?iQid=yt\nGoogle Play - http://smarturl.it/pgh/googleplay?iQid=yt\n \nFollow Pitbull:\nhttps://pitbullmusic.com/\nhttps://twitter.com/pitbull\nhttps://www.facebook.com/pitbull\nhttps://www.instagram.com/pitbull/
137,LMCuKltaY3M,17.14.11,Elbow - Golden Slumbers (John Lewis Advert 2017),ElbowVEVO,10,2017-11-10T08:00:01.000Z,"Elbow|""Golden""|""Slumbers""|""Polydor""|""Alternative""",154494,2163,147,211,https://i.ytimg.com/vi/LMCuKltaY3M/default.jpg,False,False,False,"“Golden Slumbers”, originally by The Beatles, and as heard on the 2017 John Lewis Christmas advert. \n\nTaken from elbow’s new ‘Best Of’ collection, released 24/11/2017. Pre-order now and get “Golden Slumbers” instantly: https://Elbow.lnk.to/BestOfID\n\nelbow are touring in 2017 and 2018 – for tickets visit http://www.elbow.co.uk\n\nhttp://www.facebook.com/elbow\nhttp://www.twitter.com/elbow\nhttp://www.instagram.com/elbowofficial"
140,7fm7mll2qvg,17.14.11,Sigrid - Strangers (Lyric Video),SigridVEVO,10,2017-11-10T00:00:00.000Z,"Sigrid|""Strangers""|""Island""|""Records""|""Pop""",91776,4604,46,357,https://i.ytimg.com/vi/7fm7mll2qvg/default.jpg,False,False,False,Listen to Strangers here: https://Sigrid.lnk.to/StrangersID\n\nMusic video by Sigrid performing Strangers. (C) 2017 Universal Music Operations Limited\n\nhttp://vevo.ly/PE6pLX
141,5gFpcEKayz4,17.14.11,MØ - When I Was Young (Official Video),MOMOMOYOUTHVEVO,10,2017-11-09T09:00:00.000Z,"Chess Club/RCA Victor|""MØ""|""Pop""|""When I Was Young""",764716,35765,483,1159,https://i.ytimg.com/vi/5gFpcEKayz4/default.jpg,False,False,False,"MØ 'When I Was Young' Official Video \n\n“I'm so happy to present this video because it feels very true to the song and to who I am. It was inspired by a painting called ‘The Dance Of Life’ by one of my favorite artists, Edvard Munch. It’s an illustration of three women—one in white, one in red and one in black—and tells a story about three stages of human life: youth, maturity, and old age. I was always drawn to this image as a kid due to its simple symbolism and emotion and have been dying to do a video that could reflect on it. Since ‘When I Was Young’ is all about nostalgia and reflecting on life—especially the past, but also the now and the future—it just seemed like the perfect time to do it.”  - MØ\n \nWhen I Was Young EP Out Now:\nRetail: http://smarturl.it/WIWYRet\niTunes: http://smarturl.it/WIWYIT\nApple Music: http://smarturl.it/WIWYAM\nSpotify: http://smarturl.it/WIWYSP\nGoogle Play: http://smarturl.it/WIWYGP\n \nWhen I Was Young (Lyric Video): http://smarturl.it/WIWYYT\n \nRoots (Official Audio): http://smarturl.it/RootsYT\nTurn My Heart to Stone (Official Audio): http://smarturl.it/TMHTSYT\nLinking With You (Official Audio): http://smarturl.it/LWYYT\nBb (Official Audio): http://smarturl.it/BbYTB\nRun Away (Official Audio): http://smarturl.it/RAYT\n \nMØ on Tour with Cashmere Cat: http://smarturl.it/MeowTour\n\nFollow MØ: \nWebsite - http://momomoyouth.com\nFacebook - http://smarturl.it/MOfacebook\nInstagram - http://smarturl.it/MOinstagram\nTwitter - http://smarturl.it/MOtwitter\nMailer - http://smarturl.it/MOmail\n \nWhen I Was Young Lyrics:\n \nWhen the sky was gold\nand I needed no protection\nas the wind would blow\na 1000 miles in no direction\nman it was a beautiful sight\ndays were soaked in sunlight\njust so long ago\nbut lately I like to imagine\n\nWhen I was young\nwhatever happened it would do me no wrong\nas long as I could sing my favorite song\nwhen I was young, oh\nand the holidays went on and on\nwe were so high\nlet the freeway take us into the night\nand in the dark you sang my favorite song\nWhen I was young, oh\nand the holidays went on and on and on and on and on\nwhen I was young\n\nNow the sky is grey\nbut honestly it doesn't hurt me\nI learned to find my way\non the path of no returning\nEverything I've left behind\nI'm reminded every time I meet ur eyes\nwe were so bold and brave\nbaby can you imagine\n\nWhen I was young\nwhatever happened it could do me no wrong\nas long as I could sing my favorite song\nwhen I was young, oh\nand the holidays went on and on and on\nwe were so high\nlet the freeway take us into the night\nand in the dark you sang my favorite song\nWhen I was young, oh\nand the holidays went on and on and on and on and on\nWhen I was young\n\nWhen I was young\nwe would play with fire\nWhen I was young\nand we would fuck the price\nwhen I was young\nIt was do or die I would give my life just to feel like\nWhen I was young\n \nAnd the holidays went on and on and on and on and on\nWhen I was young\n \nMusic video by MØ performing When I Was Young (C) 2017 Sony Music Recordings, Inc."
142,eHIY3HNNqzM,17.14.11,The Script - Arms Open (Acoustic) [Audio],TheScriptVEVO,10,2017-11-10T08:00:03.000Z,"the script|""the script new single""|""the script arms open""|""the script arms open acoustic""|""the script arms open acoustic version""|""rain""|""hall of fame""|""breakeven""|""superheroes""|""rain lyrics""|""for the first time""|""the man who can't be moved""|""if you could see me now""|""Arms Open (Acoustic)""|""Columbia""|""Pop""|""The Script""",135337,7158,89,318,https://i.ytimg.com/vi/eHIY3HNNqzM/default.jpg,False,False,False,The Script - Arms Open (Acoustic)\nListen to 'Arms Open (Acoustic) here: http://smarturl.it/ArmsOpenAcoustic?IQid=yt\n'Freedom Child' is available now: http://smarturl.it/FreedomChild?IQid=yt\n\nPlaylist Best of The Script https://goo.gl/4MuiXf\nSubscribe for more https://goo.gl/DxhKUv\n\nSubscribe to The Script on YouTube: http://smarturl.it/TheScriptyts?iqid=yt\nStream The Script's music: http://smarturl.it/ScriptStream?iqid=yt\n\nFollow The Script online:\nFacebook: http://smarturl.it/ScriptFB?iqid=yt\nTwitter: http://smarturl.it/ScriptTwitter?iqid=yt\nInstagram: http://smarturl.it/ScriptInstagram?iqid=yt
148,44NYFvhXmW8,17.14.11,Thirty Seconds To Mars - Walk On Water (Official Music Video),ThirtySecondsToMarsVEVO,10,2017-11-08T13:00:00.000Z,"Thirty|""Seconds""|""To""|""Mars""|""Walk""|""On""|""Water""|""to""|""Mars/Interscope""|""Records""|""Alternative""|""Thirty Seconds To Mars""|""Thirty Seconds to Mars Ellen""|""30 seconds to mars ellen""|""mars ellen""|""ellen""|""Walk On Water""|""Thirty Seconds to Mars""|""30 seconds to mars walk on water""|""thirty seconds to mars walk on water""|""mars""|""mars walk on water""|""walk on water vid""|""30 sec to mars""|""30 secs to mars walk on water""|""walk on water video""|""official video""|""vid""",1905487,65854,2442,4490,https://i.ytimg.com/vi/44NYFvhXmW8/default.jpg,False,False,False,"Best of Thirty Seconds To Mars: https://goo.gl/c3H8id\nSubscribe here: https://goo.gl/QaW2fA\n\n\nVirtually everything you are about to see happened on a single day in the United States of America, July 4th, 2017. \n \nOver 10,000 generous and creative people submitted footage - in addition to our 92 professional crews. We filmed in all fifty states, Puerto Rico and D.C. and captured a portrait of this country that is absolutely beautiful, challenging and unforgettable. \n\nA very small selection of that footage you see here. The rest will be part of the documentary film, A DAY IN THE LIFE OF AMERICA (directed by Jared Leto), that is a companion piece to our brand new album. \n\nThe album. The film. The tour. \n\nComing #soon. \n\nThirty Seconds To Mars.\n\nMusic video by Thirty Seconds To Mars performing Walk On Water. (C) 2017 Thirty Seconds to Mars under exclusive license to Interscope Records\n\nhttp://vevo.ly/cGu2fJ"
149,9wg3v-01yKQ,17.14.11,Harry Styles - Kiwi,HarryStylesVEVO,10,2017-11-08T13:00:01.000Z,"Columbia|""Harry Styles""|""Kiwi""|""Pop""",9632678,810895,16139,59473,https://i.ytimg.com/vi/9wg3v-01yKQ/default.jpg,False,False,False,Harry Styles' self-titled debut album is available now: http://hstyles.co.uk/music\n\niTunes: http://smarturl.it/HS-iTunes\nApple Music: http://smarturl.it/HS-AM\nSpotify: http://smarturl.it/HS-Spotify\nLimited edition CD: http://smarturl.it/HS-LtdEd-CD\nWhite vinyl: http://smarturl.it/HS-WhiteVinyl\nPhoto editions: http://smarturl.it/HarryStylesStore\nTarget: http://smarturl.it/HS-Target\nAmazon MP3: http://smarturl.it/HS-AmazonMP3\nDeezer: http://smarturl.it/HS-Deezer\n\nBest of Harry Styles: https://goo.gl/UzwxNi\nHarry Styles - Harry Styles (Album 2017) https://goo.gl/z1GUVh\nSubscribe here: https://goo.gl/6UDD4P\n\nDirector: Us\nExec Producer: Morgan Clement \nExec Producer (usa): Sheira Rees-Davies\nProducer: Steve Overs\nDoP: Ben Fordesman\nArtist Stylist: Harry Lambert\nCostume Stylist: Sharon Long \nArt Director: Dan Betteridge\nCasting: HammondCox Casting\nEditor: David Stevens @ The Assembly Rooms\nColourist: Simone Grattarola @ Time Based Arts\nProduction Company: Academy +
152,afgvlR9WmIQ,17.14.11,Maroon 5 - What Lovers Do (Live On The Ellen DeGeneres Show/2017),Maroon5VEVO,10,2017-11-09T02:21:31.000Z,Maroon 5 SZA What Lovers Do Red Pill Blues Ellen show Ellen DeGeneres,762616,20159,336,899,https://i.ytimg.com/vi/afgvlR9WmIQ/default.jpg,False,False,False,"RED PILL BLUES” is out now. http://smarturl.it/RedPillBlues\nFor more, visit: https://www.facebook.com/maroon5 https://twitter.com/maroon5 https://www.instagram.com/maroon5\nSign up for updates: http://smarturl.it/Maroon5.News\n\nhttp://vevo.ly/uFGKoE\nBest of Maroon 5: https://goo.gl/8n9iCm\nSubscribe here: https://goo.gl/EFMAUy"
165,08nkwgZIE4I,17.14.11,P!nk - Barbies (Audio),PinkVEVO,10,2017-11-08T22:04:53.000Z,"Barbies|""P!nk""|""Pop""|""RCA Records Label""",651036,23338,442,1101,https://i.ytimg.com/vi/08nkwgZIE4I/default.jpg,False,False,False,P!NK's new album 'Beautiful Trauma' featuring the single “What About Us” is available now!\niTunes - http://smarturl.it/BeautifulTrauma/itunes?IQid=yt \nApple Music - http://smarturl.it/BeautifulTrauma/applemusic?IQid=yt \nSpotify - http://smarturl.it/BeautifulTrauma/spotify?IQid=yt \nAmazon - http://smarturl.it/BeautifulTrauma/amazon?IQid=yt \nGoogle Play - http://smarturl.it/BeautifulTrauma/googleplay?IQid=yt\n \nWatch the Official Video for “What About Us” - http://smarturl.it/WAU?IQid=yt\n \nConnect with P!NK:\nhttp://www.facebook.com/pink\nhttp://www.twitter.com/pink\nhttp://www.instagram.com/pink\nhttp://www.pinkspage.com
