,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
39048,aEM2kOrrNJI,18.05.06,"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B",JenniferLopezVEVO,10,2018-05-24T12:00:02.000Z,"jennifer lopez|""jlo""|""jennifer lopez live""|""jlo live""|""jlo full concert""|""amor amor amor""|""ni tu ni yo""|""ain't your mama""|""on the floor""|""love don't cost a thing""|""jenny from the block""|""christina milan""|""britney spears""|""hilary duff""|""kelly rowland""|""Dinero""|""Epic/Nuyorican Productions""|""Jennifer Lopez feat. DJ Khaled & Cardi B""|""Pop""",20450743,393497,36107,23587,https://i.ytimg.com/vi/aEM2kOrrNJI/default.jpg,False,False,False,"Dinero Available at: Spotify: http://smarturl.it/DineroJL/spotifyiTunes: http://smarturl.it/DineroJL/itunesApple Music: http://smarturl.it/DineroJL/applemusicAmazon: http://smarturl.it/DineroJL/azGoogle Play: http://smarturl.it/DineroJL/googleplay Follow JLO!Official Site: http://www.jenniferlopez.comFacebook: https://www.facebook.com/jenniferlopezInstagram: https://www.instagram.com/jloTwitter: https://twitter.com/jlo(C) 2018 Epic Records, a division of Sony Music Entertainment"
39051,au8QGTiPhEw,18.05.06,Azealia Banks - Anna Wintour,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,"Azealia|""Banks""|""Anna""|""Wintour""|""eOne""|""Music""|""Dance""|""Alternative/Indie""|""Electronic""|""Club/Dance""|""Pop""",2058375,83682,11191,14892,https://i.ytimg.com/vi/au8QGTiPhEw/default.jpg,False,False,False,"Azealia Banks Anna WintoureOne MusicAvailable NOW!!!Smarturl- http://smarturl.it/annawintourDirector- Matt SukkarCinematographer: Justin HamiltonSteadicam Operator: Yousheng TangEditor: Mengfan WuProducer: Jayne Roberts & Brittany ReeberExecutive Producer: Richard Peete & Traci CarlsonProduction Company: Neighborhood WatchProduction Designer: Roxanne Marie MichaudColor:  Co3, Sofie BorupMusic video by Azealia Banks performing Anna Wintour. 2018 Azealia Banks under Exclusive License to Entertainment One LLChttp://vevo.ly/LAib95"
39054,vRf3azp1pak,18.05.06,Ariana Grande - No Tears Left To Cry (Live On The Tonight Show Starring Jimmy Fallon),ArianaGrandeVevo,10,2018-05-25T04:00:08.000Z,"Ariana|""Grande""|""No""|""Tears""|""Left""|""To""|""Cry""|""Republic""|""Records""|""Pop""",2361076,130331,2043,7079,https://i.ytimg.com/vi/vRf3azp1pak/default.jpg,False,False,False,"Music video by Ariana Grande performing No Tears Left To Cry. © 2018 Republic Records, a Division of UMG Recordings, Inc.http://vevo.ly/KTi9Wt"
39060,voG07pt-KYI,18.05.06,ZAYN - Entertainer (Official Video),ZaynVEVO,10,2018-05-23T16:00:03.000Z,"Entertainer|""Pop""|""RCA Records Label""|""ZAYN""",16591211,594551,15276,36629,https://i.ytimg.com/vi/voG07pt-KYI/default.jpg,False,False,False,Get ZAYN’s new song “Entertainer” now:iTunes - http://smarturl.it/Z3ntrt4inerZ/itunes?iQid=ytApple Music - http://smarturl.it/Z3ntrt4inerZ/applemusic?iQid=ytSpotify - http://smarturl.it/Z3ntrt4inerZ/spotify?iQid=ytAmazon - http://smarturl.it/Z3ntrt4inerZ/az?iQid=ytGoogle Play - http://smarturl.it/Z3ntrt4inerZ/googleplay?iQid=yt Get ZAYN’s single “Let Me”: http://smarturl.it/ZlZmZ?IQid=ytWatch the official video: http://smarturl.it/ZlZmZv?IQid=yt ZAYN's debut album 'Mind Of Mine'Get it on Apple Music: http://smarturl.it/MindOfMine?IQid=ytTarget Deluxe with 2 Bonus Tracks: http://smarturl.it/MindOfMineTarget?iQid=ytStream/Add on Spotify: http://smarturl.it/MindOfMineSp?IQid=ytAmazon Music: http://smarturl.it/MindOfMineAMZ?IQid=ytGoogle Play: http://smarturl.it/MindOfMineGP?IQid=ytStream on Deezer: http://smarturl.it/MoMdeezer?IQid=yt Exclusive vinyl: http://smarturl.it/MindOfMineD2C?IQid=yt Stream the official music videos from ‘Mind of Mine’:http://smarturl.it/ZMOMVs Follow ZAYN:http://www.facebook.com/ZAYNhttps://twitter.com/zaynmalikhttp://www.instagram.com/ZAYNSnapchat: @ZAYNhttp://smarturl.it/ZAYNSpotifyhttp://www.inZAYN.com Best of ZAYN:http://smarturl.it/BoZPlaylist Subscribe for more:http://smarturl.it/ZSubscribeV
39061,3Q2j5ApzSqs,18.05.06,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,CAguileraVEVO,10,2018-05-23T17:00:01.000Z,"Christina Aguilera feat. Demi Lovato|""Fall In Line""|""Pop""|""RCA Records Label""",12933303,475400,12903,25086,https://i.ytimg.com/vi/3Q2j5ApzSqs/default.jpg,False,False,False,"Pre-order Christina Aguilera’s new album ‘Liberation’ available June 15 and instantly get the new songs “Fall In Line” feat. Demi Lovato, “Twice” and “Accelerate” feat. Ty Dolla $ign and 2 Chainz!iTunes - http://smarturl.it/CxAxLx/itunes?iQid=ytAmazon - http://smarturl.it/CxAxLx/az?iQid=yt Pre-save the album to have it automatically download in your Spotify library on release day!http://smarturl.it/CxAxLx/spotifypresave?iQid=yt Get “Fall In Line” feat. Demi Lovato:iTunes - http://smarturl.it/CAxFILxDLx/itunes?iQid=ytApple Music - http://smarturl.it/CAxFILxDLx/applemusic?iQid=ytSpotify - http://smarturl.it/CAxFILxDLx/spotify?iQid=ytGoogle Play - http://smarturl.it/CAxFILxDLx/googleplay?iQid=ytAmazon - http://smarturl.it/CAxFILxDLx/az?iQid=ytGet “Twice”:iTunes - http://smarturl.it/C2A2xTWICEx/itunes?iQid=ytApple Music - http://smarturl.it/C2A2xTWICEx/applemusic?iQid=ytSpotify - http://smarturl.it/C2A2xTWICEx/spotify?iQid=ytGoogle Play - http://smarturl.it/C2A2xTWICEx/googleplay?iQid=ytAmazon - http://smarturl.it/C2A2xTWICEx/az?iQid=ytGet “Accelerate” feat. Ty Dolla $ign and 2 Chainz:iTunes - http://smarturl.it/CxAxAx/itunes?iQid=ytApple Music - http://smarturl.it/CxAxAx/applemusic?iQid=ytSpotify - http://smarturl.it/CxAxAx/spotify?iQid=ytGoogle Play - http://smarturl.it/CxAxAx/googleplay?iQid=ytAmazon - http://smarturl.it/CxAxAx/az?iQid=yt Follow Christina!Website - http://www.christinaaguilera.com/Facebook - https://www.facebook.com/christinaaguileraTwitter - https://twitter.com/XTINAInstagram - https://www.instagram.com/xtina/"
39064,GfxNGjfSKRY,18.05.06,James Bay - Delicate (Taylor Swift cover) in the Live Lounge,BBCRadio1VEVO,10,2018-05-24T17:00:17.000Z,"James Bay|""Taylor Swift""|""Delicate""|""BBC""|""Radio 1""|""Live Lounge""",614896,26177,483,891,https://i.ytimg.com/vi/GfxNGjfSKRY/default.jpg,False,False,False,James Bay covers Taylor Swift's Delicate in the BBC Radio 1 Live Loungehttp://vevo.ly/kWnwf1
39077,hHaUQh6Gx-Q,18.05.06,"Mustard, Nick Jonas - Anywhere",MustardVEVO,10,2018-05-22T12:00:02.000Z,"Mustard|""Nick""|""Jonas""|""Anywhere""|""10""|""Summers""|""Interscope""|""PS""|""Pop""",1490759,40765,668,1097,https://i.ytimg.com/vi/hHaUQh6Gx-Q/default.jpg,False,False,False,"Anywhere Out Now! http://smarturl.it/AnywhereMustardxNJFollow Mustard:https://www.instagram.com/Mustardhttps://www.twitter.com/Mustardhttps://www.facebook.com/DJMustardOnTheBeatMusic video by Mustard, Nick Jonas performing Anywhere. © 2018 10 Summers Records LLC/Interscope Recordshttp://vevo.ly/S9fFms"
39082,NjMd89dggAk,18.05.06,Shawn Mendes - In My Blood (Live From The Billboard Music Awards / 2018),ShawnMendesVEVO,10,2018-05-21T16:40:16.000Z,"Shawn Mendes|""Khalid""|""Youth""|""In My Blood""|""Billboard Music Awards""|""BBMAs""|""Billboard""|""Mendes""|""live""",533508,24475,1069,857,https://i.ytimg.com/vi/NjMd89dggAk/default.jpg,False,False,False,Pre-order Shawn Mendes: The Album here now: https://IslandRecs.lnk.to/ShawnMendesFollow Shawn Mendes here:Twitter: https://twitter.com/shawnmendesInstagram: https://www.instagram.com/shawnmendes Facebook: https://www.facebook.com/ShawnMendesO...http://vevo.ly/RedqX6
39086,2in8XqiElwc,18.05.06,Nicki Minaj - Chun-Li (Live on SNL / 2018),NickiMinajAtVEVO,10,2018-05-20T07:53:59.000Z,"Nicki Minaj new music|""Nicki Minaj Queen""|""Nicki Minaj new album""|""Nicki Minaj TV performance""|""Nicki Minaj Live""|""Nicki Minaj Chun-li""|""Chun-li""|""SNL performances""|""SNL live performances""",4670928,184818,9181,18490,https://i.ytimg.com/vi/2in8XqiElwc/default.jpg,False,False,False,"Chun-Li (Live on SNL / 2018)Song Available Here: https://nickiminaj.lnk.to/clYD Connect with Nickihttps://www.mypinkfriday.com  https://www.instagram.com/nickiminaj  https://twitter.com/nickiminaj  https://facebook.com/nickiminaj Filmed May 19th, 2018Studio 8H Rockefeller Center In New York, NY Music video by Nicki Minaj performing Chun-Li. © 2018 Young Money/Cash Money Recordshttp://vevo.ly/kJQb4l"
39091,pcJo0tIWybY,18.05.06,SZA - Garden (Say It Like Dat) (Official Video),SZAVEVO,10,2018-05-18T14:00:04.000Z,"Garden (Say It Like Dat)|""R&B""|""SZA""|""Top Dawg Entertainment/RCA Records""",5376840,205431,3963,14894,https://i.ytimg.com/vi/pcJo0tIWybY/default.jpg,False,False,False,SZA's CTRL available on:Apple Music - http://smarturl.it/iCTRLSpotify - http://smarturl.it/sCTRLSoundcloud - http://smarturl.it/scCTRLTidal - http://smarturl.it/tCTRLAmazon Music - http://smarturl.it/aCTRLGoogle Play - http://smarturl.it/gCTRLFollow SZA:http://szactrl.comhttp://instagram.com/szahttp://twitter.com/szahttp://facebook.com/sza
39093,ju_inUnrLc4,18.05.06,Fifth Harmony - Don't Say You Love Me,FifthHarmonyVEVO,10,2018-05-18T07:00:08.000Z,"fifth hamony|""harmonizers""|""lauren""|""ally""|""normani""|""camila""|""dinah-jane""|""fifth harmony full album""|""5h""|""work from home""|""down""|""he liked that""|""worth it""|""all in my head""|""halsey""|""gucci mane""|""ty dolla $ign""|""x factor""|""simon cowell""|""syco""|""Don't Say You Love Me""|""Fifth Harmony""|""Pop""|""Syco Music/Epic""",17910971,639620,14489,50505,https://i.ytimg.com/vi/ju_inUnrLc4/default.jpg,False,False,False,"Fifth Harmony available at iTunes http://smarturl.it/FifthHarmonyA/itunesApple Music http://smarturl.it/FifthHarmonyA/applemusicSpotify  http://smarturl.it/FifthHarmonyA/spotifyGoogle Play http://smarturl.it/FifthHarmonyA/googleplayAmazon http://smarturl.it/FifthHarmonyA/amazonmusicbuyDeezer http://smarturl.it/FifthHarmonyA/deezerSoundcloud http://smarturl.it/FifthHarmonyA/soundcloudTidal  http://smarturl.it/FifthHarmonyA/tidalD2C http://smarturl.it/FifthHarmonyA/officialstorebuyTarget http://smarturl.it/FifthHarmonyA/targetWalmart  http://smarturl.it/FifthHarmonyA/walmartFYE http://smarturl.it/FifthHarmonyA/fyeBest Buy http://smarturl.it/FifthHarmonyA/bestbuyFifth Harmony onlinehttps://fifthharmony.com/https://twitter.com/fifthharmonyhttps://www.facebook.com/fifthharmonyhttps://www.instagram.com/fifthharmony/(C) 2017 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment"
39099,6SuMbFuKDf8,18.05.06,Backstreet Boys - Don't Go Breaking My Heart (Official Video),BackstreetBoysVEVO,10,2018-05-17T04:00:01.000Z,"Backstreet Boys|""Don't Go Breaking My Heart""|""Pop""|""RCA Records Label""",16376465,418390,16350,40765,https://i.ytimg.com/vi/6SuMbFuKDf8/default.jpg,False,False,False,Get the Backstreet Boys new single “Don’t Go Breaking My Heart”:iTunes - http://smarturl.it/bDGsBMbH/itunes?iQid=YTApple Music - http://smarturl.it/bDGsBMbH/applemusic?iQid=YTSpotify - http://smarturl.it/bDGsBMbH/spotify?iQid=YTGoogle Play - http://smarturl.it/bDGsBMbH/googleplay?iQid=YTAmazon - http://smarturl.it/bDGsBMbH/az?iQid=YT Follow Backstreet Boys on Spotify to stay up to date on all new music!http://smarturl.it/BSBSpotifyFollow?iQid=YT Follow Backstreet Boys!Website - https://www.backstreetboys.com/Facebook - https://www.facebook.com/backstreetboys/Twitter - https://twitter.com/backstreetboysInstagram - https://www.instagram.com/backstreetboys/
39101,z6A2LHGx8_A,18.05.06,Sigrid - High Five (Official Video),SigridVEVO,10,2018-05-17T12:00:04.000Z,"Sigrid|""High""|""Five""|""Universal-Island""|""Records""|""Ltd.""|""Pop""",2795327,63754,1349,3158,https://i.ytimg.com/vi/z6A2LHGx8_A/default.jpg,False,False,False,Listen to High Five here: https://Sigrid.lnk.to/HighFiveIDMusic video by Sigrid performing High Five. © 2018 Universal Music Operations Limitedhttp://vevo.ly/c9OSEx
39102,H7gh2fmdjCU,18.05.06,Calum Scott - What I Miss Most (Official Video),CalumScottVEVO,10,2018-05-16T23:00:00.000Z,"Calum|""Scott""|""What""|""Miss""|""Most""|""Capitol""|""Records""|""(US1A)""|""Pop""",7688190,141889,1657,4566,https://i.ytimg.com/vi/H7gh2fmdjCU/default.jpg,False,False,False,Calum’s debut album ‘Only Human’ feat. “You Are The Reason” & “Dancing On My Own” out now! iTunes: https://calumscott.lnk.to/onlyhumanYD/iTunes Listen on Apple Music: https://calumscott.lnk.to/onlyhumanYD/AppleMusic Stream/Add on Spotify: https://calumscott.lnk.to/onlyhumanYD/Spotify Get it on Amazon (CD/MP3/Prime): https://calumscott.lnk.to/onlyhumanYD/Amazon Get it on Google Play: https://calumscott.lnk.to/onlyhumanYD/Google-Play Watch Calum's You Are The Reason (Official Video): https://calumscott.lnk.to/yatrvidYD Director: Ozzie PullinProducer: Alasdair MitchellDirector of Photography: Adric WatsonEditor: Chris RoebuckProduction Company: PartizanExec Producer: Claire StubbsColour: Simon Bourne at Framestore Follow Calum Scott - Facebook: https://calumscott.lnk.to/facebookYD Twitter: https://calumscott.lnk.to/twitterYD @CalumScott Instagram: https://calumscott.lnk.to/instagramYD @CalumScott Spotify: https://calumscott.lnk.to/spotifyYD Soundcloud: https://calumscott.lnk.to/soundcloudYD Official Site: http://www.calumscott.comMusic video by Calum Scott performing What I Miss Most. © 2018 Capitol Recordshttp://vevo.ly/jyfwBz
39111,MBR2kxt7RK8,18.05.06,Taylor Swift - Delicate (Vertical Version),TaylorSwiftVEVO,10,2018-05-15T21:02:41.000Z,"Taylor|""Swift""|""Delicate""|""Big""|""Machine""|""Records""|""LLC""|""Pop""",2276613,117457,4676,7314,https://i.ytimg.com/vi/MBR2kxt7RK8/default.jpg,False,False,False,"Music video by Taylor Swift performing Delicate. © 2018 Big Machine Label Group, LLChttp://vevo.ly/BtsESU"
39137,2PH7dK6SLC8,18.05.06,John Mayer - New Light,johnmayerVEVO,10,2018-05-10T17:00:01.000Z,"John|""Mayer""|""New""|""Light""|""Snack""|""Money""|""Pop""|""boy in your other phone""|""Pushin 40 in the friend zone""|""I want a take two""|""I wanna break through""|""I wanna know the real thing about you""|""give me just one night""",3447372,76403,1576,5506,https://i.ytimg.com/vi/2PH7dK6SLC8/default.jpg,False,False,False,"Spotify: http://radi.al/NewLightSpotifyApple: http://radi.al/NewLightAppleAmazon: http://radi.al/NewLightAMZJohn Mayer“New Light”I’m the boy in your other phoneLighting up inside your drawer at home all alonePushin 40 in the friend zoneWe talk and then you walk away every dayOh you don’t think twice bout meAnd maybe you’re right to doubt me butBut if you give me just one nightYou’re gonna see me in a new lightYeah if you give me just one nightTo meet you underneath the moonlightOh I want a take twoI wanna break throughI wanna know the real thing about youSo I can see you in a new lightTake a ride up to MalibuI just wanna sit and look at you, look at youWhat would it matter if your friends knewWho cares what other people say anywayOh we can go far from hereAnd make a new world together babe‘Cause if you give me just one nightYou’re gonna see me in a new lightYeah, if you give me just one nightTo meet you underneath the moonlightOh I want a take twoI wanna break throughI wanna know the real thing about youSo I can see you in a new lightYeah if you give me just one nightYou’re gonna see me in a new lightYeah if you give me just one nightTo meet you underneath the moonlightWhat do I do with all this, what do I do with all thisLove that's runnin through my veins for youWhat do I do with all this, what do I do with all thisLove that's runnin through my veins for youWhat do I do with all this, what do I do with all thisLove that's runnin through my veins for youWhat do I do with all this, what do I do with all this"
39138,tjA7nAHOAww,18.05.06,"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",SiaVEVO,10,2018-05-10T12:00:03.000Z,"Audio lsd|""Diplo""|""Sia""|""Labrinth""|""LSD""|""LSD Band""|""LSD Music""|""LSD official""|""LSD Audio""|""Audio Video""|""Labrinth Sia Diplo present LSD""|""Labyrinth""|""LSD video""|""lsd music video""|""Labrinth Sia Diplo band""|""LSD YouTube""|""LSD Vevo""|""Audio Diplo""|""Audio Sia""|""Audio Labrinth""|""Sia Diplo Band""|""play that audio""|""without the rhythm""|""sia new music""|""diplo new music""|""lsd new song""|""LSD - Audio (Official Video)""|""wes pentz""|""sia furler""|""we can't live on without the rhythm""",19377506,440667,6863,13733,https://i.ytimg.com/vi/tjA7nAHOAww/default.jpg,False,False,False,"Labrinth, Sia & Diplo present LSD - Audio (Official Video)Stream LSD’s Audio: http://smarturl.it/LSD-AudioSpotify: http://smarturl.it/LSD-Audio/SpotifyiTunes: http://smarturl.it/LSD-Audio/iTunesApple Music:  http://smarturl.it/LSD-Audio/AppleMusicGoogle Play: http://smarturl.it/LSD-Audio/GooglePlayAmazon Music: http://smarturl.it/LSD-Audio/AzDeezer http://smarturl.it/LSD-Audio/DeezerLearn more about LSD: http://droppingLSD.com Lyrics:(Sia)We got a rideWe got the nightI got the bottleyou got the lightwe got the starsWe got audio we’re gonna flywe’re getting highyou got the moondusti got the skywe got the starswe got audio Make the bomb bomb beat I’ll give you melodyMake the bomb bomb beat I’ll give you melodyMake the song so sweet you gone come home with meOhMake the bomb bomb beat I’ll give you melodyMake the bomb bomb beat I’ll give you melodyMake the song so sweet you gone come home with meOh Play that AudioPlay that Audio (Labrinth) we got the heartwe got the souljust when the worlds saying they got no hopehere comes the lovewe got audioI’m flyin high super heroS on my chest with my Marilyn MonroeFeel like a starCuz we got audio Make the bomb bomb beat I’ll give you melodyMake the bomb bomb beat I’ll give you melodyMake the song so sweet you gone come home with meOhMake the bomb bomb beat I’ll give you melodyMake the bomb bomb beat I’ll give you melodyMake the song so sweet you gone come home with meOh  Play that AudioPlay that Audio We can’t live on…Without the rhythmWe can’t live on….Without the rhythmWe can’t live on…Without the rhythmWe can’t live on….Without the rhythmWe can’t live on…Without the rhythmWe can’t live on….Without the rhythmWe can’t live on…Without the rhythmWe can’t live on….Without the rhythm (Can't live without rhythm adlib) Credits:Director: Ernest DesumbilaProducers: Jeff Kopchia, Bryan Younce Prod Co: FREENJOY, Inc.EP: Nathan Scherrer DP: Trevor WinemanChoreographer: Nina McNeely Post production: http://sauvage.tv Special Thanks: IconoclastFollow LSDOfficial website: http://droppingLSD.com Facebook: https://www.facebook.com/lsdofficial Spotify: http://smarturl.it/LSD-SpotifyFollow SiaFacebook: https://www.facebook.com/SiaMusic Twitter: https://twitter.com/Sia Instagram: https://www.instagram.com/siamusic SoundCloud: https://soundcloud.com/siamusicFollow DiploFacebook: https://www.facebook.com/diploTwitter: https://twitter.com/diploInstagram: https://www.instagram.com/diplo/SoundCloud: https://soundcloud.com/diploFollow LabrinthFacebook: https://www.facebook.com/LabrinthTwitter: https://twitter.com/labrinth Instagram: https://www.instagram.com/labrinth SoundCloud: https://soundcloud.com/labrinth"
39140,8h--kFui1JA,18.05.06,Sam Smith - Pray (Official Video) ft. Logic,SamSmithWorldVEVO,10,2018-05-09T17:00:00.000Z,"Sam|""Smith""|""Pray""|""Capitol""|""Pop""",19522248,351824,9114,12281,https://i.ytimg.com/vi/8h--kFui1JA/default.jpg,False,False,False,"Stream, Download and Listen to Pray feat. Logic now: http://samsmith.world/LogicPrayID They never knew my struggleRose above the rubbleRather live inside their bubble Than go through the troubleOf having their double double vision correctedThey just neglect it and I’ve been thinking latelyWill the Devil take me?Or will God protect me?I know I ain’t perfectBut you should respect meThey don’t want me happyThey don’t wanna let me live I’m young and I’m foolishI make bad decisionsI block out the newsTurn my back on religionDon’t have no degreeI’m somewhat naïveI have made it this far on my own But lately that shit ain’t been getting me higherI lift up my head and the world is on fireThere’s dread in my heartAnd fear in my bonesI just don’t know what to say Maybe I’ll prayPrayMaybe I’ll prayI have never believed in you, noBut I’m gonna pray I am meI’m a manI’m a sinnerBut understandAren’t we all?So when it comes to passing judgementsI don’t think that you’re the one to make the callHeaven want to cast me out for being me I know theres others like me there to break the fall I know you hater Motherfuckers just can’t relate at  If I’m the first one to the line that’s fineI’ll take it allBut Logic he gon’ let ‘em knowI ain’t perfectBut I’m worth itI’m aliveI deserve itI’ve been praying I ain’t playingI don’t think you hear the words that I’m saying I don’t think you know the weight on my shouldersThat gets heavier as I get olderCalling anybodyCalling anybodyCan you hear me?I pray that you hear meI pray that you hear me Maybe I’ll prayPrayMaybe I’ll prayI’ve never believed in you, noBut I’m gonna Won’t you call me?Can we have a one on one please?Let’s talk about freedomEveryone prays in the endEveryone prays in the endOh, won’t you call me?Can we have a one on one please?Let’s talk about freedomEveryone prays in the endEveryone prays in the end Oh, I’m gonnaPrayI’m gonnaPrayI’m gonnaPrayPray for a glimmer of hopeMaybe I’ll prayPrayMaybe I’ll prayI’ve never believed in you, noBut I’m gonna pray Follow Sam Smith:http://samsmithworld.com http://facebook.com/samsmithworld http://instagram.com/samsmithworld http://twitter.com/samsmithworld Director : Joe ConnorProducer : Colin OfflandItaly Production : Dom MergiaPM : Georgie WinterDOP : Patrick MellorEdit : Ian McLaughlin @ The OutpostGrade : George K @ MPCAgent : Alexa Haywood"
39143,4LlQwTgB5Rc,18.05.06,Dave Matthews Band - Samurai Cop (Oh Joy Begin) (Visualizer),davematthewsbandVEVO,10,2018-05-10T12:00:00.000Z,"Dave Matthews Band|""RCA Records Label""|""Rock""|""Samurai Cop (Oh Joy Begin)""",436582,5671,214,465,https://i.ytimg.com/vi/4LlQwTgB5Rc/default.jpg,False,False,False,"Dave Matthews Band “Samurai Cop (Oh Joy Begin)” from the New Album ‘Come Tomorrow’ Available June 8th:Pre Order ‘Come Tomorrow’:Official Store - http://smarturl.it/DMBCT/officialstorepreorderiTunes - http://smarturl.it/DMBCT/itunesAmazon - http://smarturl.it/DMBCT/azGoogle Play - http://smarturl.it/DMBCT/googleplaySpotify Presave - http://smarturl.it/DMBCT/spotifypresaveTarget Exclusive Vinyl - http://smarturl.it/DMBCT/target (Available 6/22) Stream “Samurai Cop (Oh Joy Begin)”:Spotify - http://smarturl.it/DMBCT/spotifyApple Music - http://smarturl.it/DMBCT/applemusicAmazon - http://smarturl.it/DMBCT/azDeezer - http://smarturl.it/DMBCT/deezer Samurai Cop (Oh Joy Begin)The day you cameNaked, afraidYoung mother screams and pushes youThe day you cameOh joy beginWeak little thingMore precious there’ll be nothing, noOh joy beginLet’s not forget these early daysRemember we begin the sameWe lose our way in fear and painOh joy beginFirst just one stepOne word and thenWith laughter sing, oh life beginFirst just one stepLet’s not forget these early daysRemembering we began the sameWe lose our way in fear and painOh joy beginInnocent kissBlack magic blissFirst broken boneSudden and swiftOh innocenceLet’s not forget these early daysRemember we begin the sameWe lose our way in fear and painOh joy beginOh joy begin Website → http://www.davematthewsband.comJoin The Warehouse → http://warehouse.davematthewsband.comLike us → https://www.facebook.com/davematthewsbandFollow us → https://twitter.com/davematthewsbndInstagram → https://www.instagram.com/davematthewsband/Dave's Wheelhouse on Tumblr → daveswheelhouse.com/"
39148,l884wKofd54,18.05.06,Enrique Iglesias - MOVE TO MIAMI (Official Video) ft. Pitbull,EnriqueIglesiasVEVO,10,2018-05-09T07:00:01.000Z,"Enrique Iglesias feat. Pitbull|""MOVE TO MIAMI""|""Pop""|""RCA Records/Sony Music International/Sony Music Latin""",21980138,247098,11847,9554,https://i.ytimg.com/vi/l884wKofd54/default.jpg,False,False,False,NEW SONG - MOVE TO MIAMI feat. Pitbull (Click SHOW MORE below)Watch on YouTube: http://smarturl.it/MTMvEnrique?iQid=yt  - Shazam to Unlock an exclusive video!Listen on Spotify: http://smarturl.it/EnriqueMTM/spotify?iQid=yt  Apple Music: http://smarturl.it/EnriqueMTM/applemusic?iQid=yt  iTunes: http://smarturl.it/EnriqueMTM/itunes?iQid=yt  Google Play: http://smarturl.it/EnriqueMTM/googleplay?iQid=yt  Amazon: http://smarturl.it/EnriqueMTM/az?iQid=yt  Deezer: http://smarturl.it/EnriqueMTM/deezer?iQid=yt  Choose Your Platform!: http://smarturl.it/EnriqueMTM?iQid=yt  ENRIQUE ON TOUR (Tickets): https://enriqueiglesias.com/events  FOLLOW ENRIQUE: Instagram: http://www.instagram.com/enriqueiglesias Facebook: http://www.facebook.com/enriqueiglesias Twitter: http://www.twitter.com/enriqueiglesias Snapchat: enriqueSign up to http://www.enriqueiglesias.com for exclusive access and offers.http://vevo.ly/UTblhE
39155,VY1eFxgRR-k,18.06.06,Selena Gomez - Back To You,SelenaGomezVEVO,10,2018-06-05T14:00:07.000Z,"Selena|""Gomez""|""Back""|""To""|""You""|""PS""|""Pop""",7010492,649504,16761,43748,https://i.ytimg.com/vi/VY1eFxgRR-k/default.jpg,False,False,False,"Get 'Back To You,' out now: http://smarturl.it/BackToYouSG Get exclusive Selena Gomez merch, available at: http://smarturl.it/SelenaStoreSign-up to be the first to hear news from Selena: http://smarturl.it/SelenaGomez.NewsBest of Selena Gomez https://goo.gl/mgJg2sSelena Gomez Audio https://goo.gl/dmJYbdSubscribe for more https://goo.gl/2bTuprMusic video by Selena Gomez performing Back To You. © 2018 Interscope Recordshttp://vevo.ly/8Us4Me"
39165,tN_8CwE8ULI,18.06.06,Meghan Trainor - Let You Be Right,MeghanTrainorVEVO,10,2018-06-04T12:00:08.000Z,"meghan trainor|""no excuses""|""no excuses official video""|""all about that bass""|""like i'm gonna lose you""|""me too""|""no""|""dear future husband""|""better when i'm dancin'""|""fifth harmony""|""rixton""|""ariana grande""|""tori kelly""|""nick jonas""|""shawn mendes""|""selena gomez""|""let you be right video""|""let you be right official video""|""let you be right song""|""Epic""|""Let You Be Right""|""Meghan Trainor""|""Pop""",1668538,85826,4443,6106,https://i.ytimg.com/vi/tN_8CwE8ULI/default.jpg,False,False,False,"Let You Be Right available at Spotify: http://smarturl.it/LYBR/spotifyiTunes: http://smarturl.it/LYBR/itunesAmazon: http://smarturl.it/LYBR/azApple Music: http://smarturl.it/LYBR/applemusicGoogle Play: http://smarturl.it/LYBR/googleplayChoreographed by: Charm La’ DonnaMeghan Trainor online: https://twitter.com/Meghan_Trainor https://www.instagram.com/meghan_trainor https://www.facebook.com/meghantrainorsongs https://meghan-trainor.com(C) 2018 Epic Records, a division of Sony Music Entertainment"
39167,cKbl19xeSIQ,18.06.06,"Niall Horan, Maren Morris - Seeing Blind (Acoustic)",NiallHoranVEVO,10,2018-06-04T23:00:01.000Z,"Niall|""Horan""|""Maren""|""Morris""|""Seeing""|""Blind""|""Capitol""|""Records""|""(US1A)""|""Pop""",417096,67078,231,4479,https://i.ytimg.com/vi/cKbl19xeSIQ/default.jpg,False,False,False,"Music video by Niall Horan, Maren Morris performing Seeing Blind. © 2018 Neon Haze Music Ltd, under exclusive license to Capitol Recordshttp://vevo.ly/INcRye"
