,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,year,month,day
229957,229957,http://www.billboard.com/charts/hot-100/2012-07-21,2012-07-21,49,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock (7-2012),Party Rock AnthemLMFAO Featuring Lauren Bennett & GoonRock,2,50.0,1,68,2012,7,21
229948,229948,http://www.billboard.com/charts/hot-100/2012-04-14,2012-04-14,49,Rolling In The Deep,Adele (4-2012),Rolling In The DeepAdele,2,43.0,1,65,2012,4,14
274700,274700,http://www.billboard.com/charts/hot-100/1997-02-08,1997-02-08,44,Macarena (Bayside Boys Mix),Los Del Rio (2-1997),Macarena (Bayside Boys Mix)Los Del Rio,2,42.0,1,60,1997,2,8
230955,230955,http://www.billboard.com/charts/hot-100/2014-12-06,2014-12-06,43,All Of Me,John Legend (12-2014),All Of MeJohn Legend,3,36.0,1,59,2014,12,6
291787,291787,http://www.billboard.com/charts/hot-100/2013-03-02,2013-03-02,36,Somebody That I Used To Know,Gotye Featuring Kimbra (3-2013),Somebody That I Used To KnowGotye Featuring Kimbra,1,42.0,1,59,2013,3,2
291781,291781,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,24,Shape Of You,Ed Sheeran (3-2018),Shape Of YouEd Sheeran,1,24.0,1,58,2018,3,3
291785,291785,http://www.billboard.com/charts/hot-100/2000-09-02,2000-09-02,48,Smooth,Santana Featuring Rob Thomas (9-2000),SmoothSantana Featuring Rob Thomas,1,46.0,1,58,2000,9,2
291780,291780,http://www.billboard.com/charts/hot-100/2014-11-01,2014-11-01,49,Dark Horse,Katy Perry Featuring Juicy J (11-2014),Dark HorseKaty Perry Featuring Juicy J,1,43.0,1,57,2014,11,1
229910,229910,https://www.billboard.com/charts/hot-100/2018-10-06,2018-10-06,21,Perfect,Ed Sheeran (10-2018),PerfectEd Sheeran,2,23.0,1,56,2018,10,6
268899,268899,http://www.billboard.com/charts/hot-100/2010-07-17,2010-07-17,49,I Gotta Feeling,The Black Eyed Peas (7-2010),I Gotta FeelingThe Black Eyed Peas,1,49.0,1,56,2010,7,17
224679,224679,http://www.billboard.com/charts/hot-100/2015-12-12,2015-12-12,21,Uptown Funk!,Mark Ronson Featuring Bruno Mars (12-2015),Uptown Funk!Mark Ronson Featuring Bruno Mars,1,24.0,1,55,2015,12,12
229907,229907,http://www.billboard.com/charts/hot-100/2000-08-19,2000-08-19,50,Amazed,Lonestar (8-2000),AmazedLonestar,2,45.0,1,55,2000,8,19
216796,216796,http://www.billboard.com/charts/hot-100/1999-02-13,1999-02-13,50,Too Close,Next (2-1999),Too CloseNext,1,48.0,1,53,1999,2,13
219615,219615,http://www.billboard.com/charts/hot-100/1998-11-28,1998-11-28,27,Truly Madly Deeply,Savage Garden (11-1998),Truly Madly DeeplySavage Garden,1,25.0,1,52,1998,11,28
268854,268854,https://www.billboard.com/charts/hot-100/2019-06-01,2019-06-01,35,Girls Like You,Maroon 5 Featuring Cardi B (6-2019),Girls Like YouMaroon 5 Featuring Cardi B,1,32.0,1,52,2019,6,1
291729,291729,http://www.billboard.com/charts/hot-100/2017-02-25,2017-02-25,32,Cheap Thrills,Sia Featuring Sean Paul (2-2017),Cheap ThrillsSia Featuring Sean Paul,1,30.0,1,52,2017,2,25
291731,291731,http://www.billboard.com/charts/hot-100/2017-08-12,2017-08-12,39,Closer,The Chainsmokers Featuring Halsey (8-2017),CloserThe Chainsmokers Featuring Halsey,1,36.0,1,52,2017,8,12
291732,291732,http://www.billboard.com/charts/hot-100/2017-05-20,2017-05-20,39,Can't Stop The Feeling!,Justin Timberlake (5-2017),Can't Stop The Feeling!Justin Timberlake,1,38.0,1,52,2017,5,20
291741,291741,http://www.billboard.com/charts/hot-100/2016-03-19,2016-03-19,49,See You Again,Wiz Khalifa Featuring Charlie Puth (3-2016),See You AgainWiz Khalifa Featuring Charlie Puth,1,45.0,1,52,2016,3,19
225776,225776,http://www.billboard.com/charts/hot-100/2009-05-09,2009-05-09,48,Viva La Vida,Coldplay (5-2009),Viva La VidaColdplay,1,45.0,1,51,2009,5,9
229872,229872,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,38,That's What I Like,Bruno Mars (1-2018),That's What I LikeBruno Mars,2,32.0,1,51,2018,1,20
268844,268844,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,45,I Like It,"Cardi B, Bad Bunny & J Balvin (4-2019)","I Like ItCardi B, Bad Bunny & J Balvin",1,44.0,1,51,2019,4,6
291713,291713,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,34,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber (1-2018),DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber,1,25.0,1,51,2018,1,20
291700,291700,http://www.billboard.com/charts/hot-100/2013-02-16,2013-02-16,48,Call Me Maybe,Carly Rae Jepsen (2-2013),Call Me MaybeCarly Rae Jepsen,1,43.0,1,50,2013,2,16
291704,291704,http://www.billboard.com/charts/hot-100/2015-08-15,2015-08-15,50,Shake It Off,Taylor Swift (8-2015),Shake It OffTaylor Swift,1,47.0,1,50,2015,8,15
264866,264866,http://www.billboard.com/charts/hot-100/2013-09-21,2013-09-21,47,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz (9-2013),Thrift ShopMacklemore & Ryan Lewis Featuring Wanz,2,37.0,1,49,2013,9,21
268810,268810,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,48,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera (6-2012),Moves Like JaggerMaroon 5 Featuring Christina Aguilera,1,49.0,1,49,2012,6,9
268813,268813,http://www.billboard.com/charts/hot-100/2002-08-10,2002-08-10,50,How You Remind Me,Nickelback (8-2002),How You Remind MeNickelback,1,45.0,1,49,2002,8,10
274660,274660,http://www.billboard.com/charts/hot-100/2009-07-25,2009-07-25,48,Just Dance,Lady Gaga Featuring Colby O'Donis (7-2009),Just DanceLady Gaga Featuring Colby O'Donis,2,42.0,1,49,2009,7,25
232371,232371,http://www.billboard.com/charts/hot-100/2016-05-07,2016-05-07,48,The Hills,The Weeknd (5-2016),The HillsThe Weeknd,1,39.0,1,48,2016,5,7
268789,268789,http://www.billboard.com/charts/hot-100/2011-07-02,2011-07-02,48,Just The Way You Are,Bruno Mars (7-2011),Just The Way You AreBruno Mars,1,44.0,1,48,2011,7,2
291651,291651,http://www.billboard.com/charts/hot-100/2008-03-29,2008-03-29,45,Big Girls Don't Cry,Fergie (3-2008),Big Girls Don't CryFergie,1,41.0,1,48,2008,3,29
291657,291657,http://www.billboard.com/charts/hot-100/2014-03-29,2014-03-29,48,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell (3-2014),Blurred LinesRobin Thicke Featuring T.I. + Pharrell,1,43.0,1,48,2014,3,29
243686,243686,http://www.billboard.com/charts/hot-100/2001-03-31,2001-03-31,41,With Arms Wide Open,Creed (3-2001),With Arms Wide OpenCreed,1,37.0,1,47,2001,3,31
268765,268765,http://www.billboard.com/charts/hot-100/2014-12-06,2014-12-06,50,Happy,Pharrell Williams (12-2014),HappyPharrell Williams,1,37.0,1,47,2014,12,6
291630,291630,http://www.billboard.com/charts/hot-100/2015-06-13,2015-06-13,49,All About That Bass,Meghan Trainor (6-2015),All About That BassMeghan Trainor,1,47.0,1,47,2015,6,13
267339,267339,http://www.billboard.com/charts/hot-100/1998-10-31,1998-10-31,47,Together Again,Janet (10-1998),Together AgainJanet,1,50.0,1,46,1998,10,31
246880,246880,http://www.billboard.com/charts/hot-100/2004-11-13,2004-11-13,49,Yeah!,Usher Featuring Lil Jon & Ludacris (11-2004),Yeah!Usher Featuring Lil Jon & Ludacris,1,49.0,1,45,2004,11,13
268702,268702,http://www.billboard.com/charts/hot-100/2012-02-18,2012-02-18,49,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer (2-2012)","Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer",1,45.0,1,45,2012,2,18
274629,274629,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,39,Havana,Camila Cabello Featuring Young Thug (7-2018),HavanaCamila Cabello Featuring Young Thug,2,39.0,1,45,2018,7,7
291558,291558,https://www.billboard.com/charts/hot-100/2019-06-22,2019-06-22,38,Sicko Mode,Travis Scott (6-2019),Sicko ModeTravis Scott,1,35.0,1,45,2019,6,22
291533,291533,http://www.billboard.com/charts/hot-100/2014-05-17,2014-05-17,49,Royals,Lorde (5-2014),RoyalsLorde,1,44.0,1,44,2014,5,17
231174,231174,http://www.billboard.com/charts/hot-100/2012-07-07,2012-07-07,49,Set Fire To The Rain,Adele (7-2012),Set Fire To The RainAdele,5,43.0,1,43,2012,7,7
250428,250428,http://www.billboard.com/charts/hot-100/2006-02-04,2006-02-04,48,We Belong Together,Mariah Carey (2-2006),We Belong TogetherMariah Carey,1,44.0,1,43,2006,2,4
222701,222701,http://www.billboard.com/charts/hot-100/1997-08-09,1997-08-09,47,Un-Break My Heart,Toni Braxton (8-1997),Un-Break My HeartToni Braxton,1,49.0,1,42,1997,8,9
250336,250336,http://www.billboard.com/charts/hot-100/2012-10-20,2012-10-20,49,We Are Young,fun. Featuring Janelle Monae (10-2012),We Are Youngfun. Featuring Janelle Monae,2,42.0,1,42,2012,10,20
268579,268579,http://www.billboard.com/charts/hot-100/2013-04-20,2013-04-20,49,One More Night,Maroon 5 (4-2013),One More NightMaroon 5,1,49.0,1,42,2013,4,20
291438,291438,http://www.billboard.com/charts/hot-100/1998-07-25,1998-07-25,49,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John (7-1998),Candle In The Wind 1997/Something About The Way You Look TonightElton John,1,48.0,1,42,1998,7,25
291442,291442,http://www.billboard.com/charts/hot-100/2016-08-27,2016-08-27,50,Sorry,Justin Bieber (8-2016),SorryJustin Bieber,1,45.0,1,42,2016,8,27
291443,291443,http://www.billboard.com/charts/hot-100/2012-06-30,2012-06-30,50,Sexy And I Know It,LMFAO (6-2012),Sexy And I Know ItLMFAO,1,46.0,1,42,2012,6,30
237087,237087,http://www.billboard.com/charts/hot-100/1994-10-08,1994-10-08,50,The Sign,Ace Of Base (10-1994),The SignAce Of Base,1,47.0,1,41,1994,10,8
250906,250906,http://www.billboard.com/charts/hot-100/2012-07-14,2012-07-14,48,We Found Love,Rihanna Featuring Calvin Harris (7-2012),We Found LoveRihanna Featuring Calvin Harris,1,44.0,1,41,2012,7,14
268521,268521,http://www.billboard.com/charts/hot-100/2002-05-04,2002-05-04,46,Family Affair,Mary J. Blige (5-2002),Family AffairMary J. Blige,1,47.0,1,41,2002,5,4
268525,268525,http://www.billboard.com/charts/hot-100/2016-09-10,2016-09-10,48,Love Yourself,Justin Bieber (9-2016),Love YourselfJustin Bieber,1,46.0,1,41,2016,9,10
268529,268529,http://www.billboard.com/charts/hot-100/2000-10-28,2000-10-28,50,Everything You Want,Vertical Horizon (10-2000),Everything You WantVertical Horizon,1,47.0,1,41,2000,10,28
291366,291366,http://www.billboard.com/charts/hot-100/2015-02-14,2015-02-14,44,Rude,MAGIC! (2-2015),RudeMAGIC!,1,45.0,1,41,2015,2,14
291384,291384,http://www.billboard.com/charts/hot-100/2016-04-02,2016-04-02,50,Can't Feel My Face,The Weeknd (4-2016),Can't Feel My FaceThe Weeknd,1,45.0,1,41,2016,4,2
304769,304769,http://www.billboard.com/charts/hot-100/1997-03-15,1997-03-15,49,You're Makin' Me High/Let It Flow,Toni Braxton (3-1997),You're Makin' Me High/Let It FlowToni Braxton,1,48.0,1,41,1997,3,15
229714,229714,http://www.billboard.com/charts/hot-100/1989-01-28,1989-01-28,93,Red Red Wine,UB40 (1-1989),Red Red WineUB40,2,78.0,1,40,1989,1,28
258563,258563,http://www.billboard.com/charts/hot-100/1962-04-07,1962-04-07,60,The Twist,Chubby Checker (4-1962),The TwistChubby Checker,2,44.0,1,40,1962,4,7
268470,268470,http://www.billboard.com/charts/hot-100/2010-04-17,2010-04-17,48,Down,Jay Sean Featuring Lil Wayne (4-2010),DownJay Sean Featuring Lil Wayne,1,43.0,1,40,2010,4,17
268473,268473,http://www.billboard.com/charts/hot-100/2008-08-09,2008-08-09,49,Low,Flo Rida Featuring T-Pain (8-2008),LowFlo Rida Featuring T-Pain,1,44.0,1,40,2008,8,9
291279,291279,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,33,Rockstar,Post Malone Featuring 21 Savage (7-2018),RockstarPost Malone Featuring 21 Savage,1,31.0,1,40,2018,7,7
291306,291306,http://www.billboard.com/charts/hot-100/2009-10-03,2009-10-03,43,Poker Face,Lady Gaga (10-2009),Poker FaceLady Gaga,1,49.0,1,40,2009,10,3
291309,291309,http://www.billboard.com/charts/hot-100/2016-12-10,2016-12-10,44,Panda,Desiigner (12-2016),PandaDesiigner,1,42.0,1,40,2016,12,10
229692,229692,http://www.billboard.com/charts/hot-100/2012-04-14,2012-04-14,48,Someone Like You,Adele (4-2012),Someone Like YouAdele,2,39.0,1,39,2012,4,14
229693,229693,http://www.billboard.com/charts/hot-100/2013-11-16,2013-11-16,50,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton (11-2013),Can't Hold UsMacklemore & Ryan Lewis Featuring Ray Dalton,2,46.0,1,39,2013,11,16
259495,259495,http://www.billboard.com/charts/hot-100/2004-06-19,2004-06-19,45,The Way You Move,OutKast Featuring Sleepy Brown (6-2004),The Way You MoveOutKast Featuring Sleepy Brown,1,41.0,1,39,2004,6,19
265895,265895,http://www.billboard.com/charts/hot-100/2014-07-19,2014-07-19,49,Timber,Pitbull Featuring Ke$ha (7-2014),TimberPitbull Featuring Ke$ha,1,47.0,1,39,2014,7,19
268392,268392,http://www.billboard.com/charts/hot-100/2008-06-14,2008-06-14,44,No One,Alicia Keys (6-2008),No OneAlicia Keys,1,44.0,1,39,2008,6,14
268393,268393,http://www.billboard.com/charts/hot-100/2014-12-13,2014-12-13,44,Fancy,Iggy Azalea Featuring Charli XCX (12-2014),FancyIggy Azalea Featuring Charli XCX,1,48.0,1,39,2014,12,13
268397,268397,http://www.billboard.com/charts/hot-100/2011-07-30,2011-07-30,45,Firework,Katy Perry (7-2011),FireworkKaty Perry,1,36.0,1,39,2011,7,30
268408,268408,http://www.billboard.com/charts/hot-100/2006-04-22,2006-04-22,50,Gold Digger,Kanye West Featuring Jamie Foxx (4-2006),Gold DiggerKanye West Featuring Jamie Foxx,1,44.0,1,39,2006,4,22
291230,291230,https://www.billboard.com/charts/hot-100/2018-12-01,2018-12-01,45,Psycho,Post Malone Featuring Ty Dolla $ign (12-2018),PsychoPost Malone Featuring Ty Dolla $ign,1,48.0,1,39,2018,12,1
291235,291235,http://www.billboard.com/charts/hot-100/2008-11-22,2008-11-22,47,Bleeding Love,Leona Lewis (11-2008),Bleeding LoveLeona Lewis,1,45.0,1,39,2008,11,22
291236,291236,http://www.billboard.com/charts/hot-100/2001-01-20,2001-01-20,48,Bent,matchbox twenty (1-2001),Bentmatchbox twenty,1,38.0,1,39,2001,1,20
265659,265659,http://www.billboard.com/charts/hot-100/2010-07-10,2010-07-10,46,TiK ToK,Ke$ha (7-2010),TiK ToKKe$ha,1,39.0,1,38,2010,7,10
268326,268326,http://www.billboard.com/charts/hot-100/1996-05-04,1996-05-04,50,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V. (5-1996),"Gangsta's Paradise (From ""Dangerous Minds"")Coolio Featuring L.V.",1,45.0,1,38,1996,5,4
268327,268327,http://www.billboard.com/charts/hot-100/2005-03-12,2005-03-12,50,Goodies,Ciara Featuring Petey Pablo (3-2005),GoodiesCiara Featuring Petey Pablo,1,50.0,1,38,2005,3,12
291148,291148,https://www.billboard.com/charts/hot-100/2018-12-01,2018-12-01,46,Sad!,XXXTENTACION (12-2018),Sad!XXXTENTACION,1,45.0,1,38,2018,12,1
291150,291150,http://www.billboard.com/charts/hot-100/2006-05-13,2006-05-13,47,Run It!,Chris Brown (5-2006),Run It!Chris Brown,1,44.0,1,38,2006,5,13
304515,304515,http://www.billboard.com/charts/hot-100/2006-07-29,2006-07-29,49,You're Beautiful,James Blunt (7-2006),You're BeautifulJames Blunt,1,45.0,1,38,2006,7,29
230864,230864,http://www.billboard.com/charts/hot-100/2012-09-15,2012-09-15,49,Stronger (What Doesn't Kill You),Kelly Clarkson (9-2012),Stronger (What Doesn't Kill You)Kelly Clarkson,3,47.0,1,37,2012,9,15
268235,268235,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,47,Humble.,Kendrick Lamar (12-2017),Humble.Kendrick Lamar,1,50.0,1,37,2017,12,30
291014,291014,https://www.billboard.com/charts/hot-100/2019-06-22,2019-06-22,34,Shallow,Lady Gaga & Bradley Cooper (6-2019),ShallowLady Gaga & Bradley Cooper,1,43.0,1,37,2019,6,22
291052,291052,http://www.billboard.com/charts/hot-100/2009-03-14,2009-03-14,45,Disturbia,Rihanna (3-2009),DisturbiaRihanna,1,37.0,1,37,2009,3,14
244134,244134,https://www.billboard.com/charts/hot-100/2019-06-22,2019-06-22,15,Without Me,Halsey (6-2019),Without MeHalsey,1,12.0,1,36,2019,6,22
245827,245827,http://www.billboard.com/charts/hot-100/2016-10-15,2016-10-15,45,Work,Rihanna Featuring Drake (10-2016),WorkRihanna Featuring Drake,1,41.0,1,36,2016,10,15
268127,268127,https://www.billboard.com/charts/hot-100/2018-10-06,2018-10-06,45,God's Plan,Drake (10-2018),God's PlanDrake,1,40.0,1,36,2018,10,6
268133,268133,http://www.billboard.com/charts/hot-100/2005-06-25,2005-06-25,46,Let Me Love You,Mario (6-2005),Let Me Love YouMario,1,38.0,1,36,2005,6,25
268138,268138,http://www.billboard.com/charts/hot-100/2016-12-24,2016-12-24,47,One Dance,Drake Featuring WizKid & Kyla (12-2016),One DanceDrake Featuring WizKid & Kyla,1,45.0,1,36,2016,12,24
268140,268140,http://www.billboard.com/charts/hot-100/1996-02-24,1996-02-24,48,Kiss From A Rose,Seal (2-1996),Kiss From A RoseSeal,1,44.0,1,36,1996,2,24
268141,268141,http://www.billboard.com/charts/hot-100/2013-11-02,2013-11-02,48,Just Give Me A Reason,P!nk Featuring Nate Ruess (11-2013),Just Give Me A ReasonP!nk Featuring Nate Ruess,1,46.0,1,36,2013,11,2
268142,268142,http://www.billboard.com/charts/hot-100/2013-06-22,2013-06-22,49,Locked Out Of Heaven,Bruno Mars (6-2013),Locked Out Of HeavenBruno Mars,1,46.0,1,36,2013,6,22
268144,268144,http://www.billboard.com/charts/hot-100/2011-06-18,2011-06-18,50,Grenade,Bruno Mars (6-2011),GrenadeBruno Mars,1,50.0,1,36,2011,6,18
290931,290931,http://www.billboard.com/charts/hot-100/1998-11-28,1998-11-28,42,All My Life,K-Ci & JoJo (11-1998),All My LifeK-Ci & JoJo,1,45.0,1,36,1998,11,28
290945,290945,http://www.billboard.com/charts/hot-100/2017-08-05,2017-08-05,45,Bad And Boujee,Migos Featuring Lil Uzi Vert (8-2017),Bad And BoujeeMigos Featuring Lil Uzi Vert,1,43.0,1,36,2017,8,5
290953,290953,http://www.billboard.com/charts/hot-100/2007-03-24,2007-03-24,47,SexyBack,Justin Timberlake (3-2007),SexyBackJustin Timberlake,1,39.0,1,36,2007,3,24
290962,290962,http://www.billboard.com/charts/hot-100/2015-07-18,2015-07-18,50,Blank Space,Taylor Swift (7-2015),Blank SpaceTaylor Swift,1,45.0,1,36,2015,7,18
257011,257011,http://www.billboard.com/charts/hot-100/2013-08-31,2013-08-31,49,When I Was Your Man,Bruno Mars (8-2013),When I Was Your ManBruno Mars,3,39.0,1,35,2013,8,31
268026,268026,http://www.billboard.com/charts/hot-100/2007-12-08,2007-12-08,47,Hey There Delilah,Plain White T's (12-2007),Hey There DelilahPlain White T's,1,39.0,1,35,2007,12,8
290821,290821,http://www.billboard.com/charts/hot-100/2007-11-03,2007-11-03,43,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc (11-2007),Buy U A Drank (Shawty Snappin')T-Pain Featuring Yung Joc,1,43.0,1,35,2007,11,3
290841,290841,http://www.billboard.com/charts/hot-100/2016-01-02,2016-01-02,49,Cheerleader,OMI (1-2016),CheerleaderOMI,1,43.0,1,35,2016,1,2
290842,290842,http://www.billboard.com/charts/hot-100/2014-04-19,2014-04-19,49,Roar,Katy Perry (4-2014),RoarKaty Perry,1,46.0,1,35,2014,4,19
149286,149286,http://www.billboard.com/charts/hot-100/2002-02-02,2002-02-02,36,Fallin',Alicia Keys (2-2002),Fallin'Alicia Keys,1,31.0,1,34,2002,2,2
249906,249906,http://www.billboard.com/charts/hot-100/1996-01-27,1996-01-27,49,Waterfalls,TLC (1-1996),WaterfallsTLC,1,48.0,1,34,1996,1,27
290585,290585,https://www.billboard.com/charts/hot-100/2019-06-22,2019-06-22,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee (6-2019),Sunflower (Spider-Man: Into The Spider-Verse)Post Malone & Swae Lee,1,7.0,1,34,2019,6,22
290678,290678,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,40,Bodak Yellow (Money Moves),Cardi B (3-2018),Bodak Yellow (Money Moves)Cardi B,1,33.0,1,34,2018,3,10
149185,149185,http://www.billboard.com/charts/hot-100/1998-01-24,1998-01-24,46,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112 (1-1998),I'll Be Missing YouPuff Daddy & Faith Evans Featuring 112,1,43.0,1,33,1998,1,24
149187,149187,http://www.billboard.com/charts/hot-100/2000-06-03,2000-06-03,47,I Knew I Loved You,Savage Garden (6-2000),I Knew I Loved YouSavage Garden,1,46.0,1,33,2000,6,3
149196,149196,http://www.billboard.com/charts/hot-100/1995-03-25,1995-03-25,49,I'll Make Love To You,Boyz II Men (3-1995),I'll Make Love To YouBoyz II Men,1,45.0,1,33,1995,3,25
149201,149201,http://www.billboard.com/charts/hot-100/1978-05-06,1978-05-06,59,How Deep Is Your Love,Bee Gees (5-1978),How Deep Is Your LoveBee Gees,1,55.0,1,33,1978,5,6
222648,222648,http://www.billboard.com/charts/hot-100/2007-12-08,2007-12-08,44,Umbrella,Rihanna Featuring Jay-Z (12-2007),UmbrellaRihanna Featuring Jay-Z,1,50.0,1,33,2007,12,8
235767,235767,http://www.billboard.com/charts/hot-100/1994-07-09,1994-07-09,48,The Power Of Love,Celine Dion (7-1994),The Power Of LoveCeline Dion,1,45.0,1,33,1994,7,9
290555,290555,http://www.billboard.com/charts/hot-100/2009-11-07,2009-11-07,45,Boom Boom Pow,The Black Eyed Peas (11-2009),Boom Boom PowThe Black Eyed Peas,1,46.0,1,33,2009,11,7
290565,290565,http://www.billboard.com/charts/hot-100/1996-10-19,1996-10-19,47,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion (10-1996),"Because You Loved Me (From ""Up Close & Personal"")Celine Dion",1,45.0,1,33,1996,10,19
290570,290570,http://www.billboard.com/charts/hot-100/2011-03-19,2011-03-19,48,Teenage Dream,Katy Perry (3-2011),Teenage DreamKaty Perry,1,44.0,1,33,2011,3,19
149022,149022,http://www.billboard.com/charts/hot-100/1993-02-20,1993-02-20,45,"End Of The Road (From ""Boomerang"")",Boyz II Men (2-1993),"End Of The Road (From ""Boomerang"")Boyz II Men",1,42.0,1,32,1993,2,20
149028,149028,http://www.billboard.com/charts/hot-100/1998-10-03,1998-10-03,47,Gettin' Jiggy Wit It,Will Smith (10-1998),Gettin' Jiggy Wit ItWill Smith,1,44.0,1,32,1998,10,3
149031,149031,http://www.billboard.com/charts/hot-100/2004-05-22,2004-05-22,48,Hey Ya!,OutKast (5-2004),Hey Ya!OutKast,1,41.0,1,32,2004,5,22
149034,149034,http://www.billboard.com/charts/hot-100/2002-09-21,2002-09-21,49,Foolish,Ashanti (9-2002),FoolishAshanti,1,50.0,1,32,2002,9,21
149040,149040,http://www.billboard.com/charts/hot-100/2003-09-27,2003-09-27,50,Get Busy,Sean Paul (9-2003),Get BusySean Paul,1,43.0,1,32,2003,9,27
149051,149051,http://www.billboard.com/charts/hot-100/1981-10-31,1981-10-31,87,Jessie's Girl,Rick Springfield (10-1981),Jessie's GirlRick Springfield,1,70.0,1,32,1981,10,31
219809,219809,http://www.billboard.com/charts/hot-100/2000-10-21,2000-10-21,43,Try Again,Aaliyah (10-2000),Try AgainAaliyah,1,36.0,1,32,2000,10,21
222244,222244,http://www.billboard.com/charts/hot-100/2002-04-27,2002-04-27,36,U Got It Bad,Usher (4-2002),U Got It BadUsher,1,36.0,1,32,2002,4,27
223690,223690,http://www.billboard.com/charts/hot-100/2000-01-29,2000-01-29,36,Unpretty,TLC (1-2000),UnprettyTLC,1,36.0,1,32,2000,1,29
229492,229492,http://www.billboard.com/charts/hot-100/1983-04-23,1983-04-23,90,"Baby, Come To Me",Patti Austin With James Ingram (4-1983),"Baby, Come To MePatti Austin With James Ingram",2,76.0,1,32,1983,4,23
246300,246300,http://www.billboard.com/charts/hot-100/2014-04-12,2014-04-12,47,Wrecking Ball,Miley Cyrus (4-2014),Wrecking BallMiley Cyrus,1,43.0,1,32,2014,4,12
255941,255941,http://www.billboard.com/charts/hot-100/2010-04-03,2010-04-03,49,Whatcha Say,Jason Derulo (4-2010),Whatcha SayJason Derulo,1,46.0,1,32,2010,4,3
290387,290387,http://www.billboard.com/charts/hot-100/2008-03-01,2008-03-01,45,Crank That (Soulja Boy),Soulja Boy Tell'em (3-2008),Crank That (Soulja Boy)Soulja Boy Tell'em,1,42.0,1,32,2008,3,1
290395,290395,http://www.billboard.com/charts/hot-100/2000-07-29,2000-07-29,47,Say My Name,Destiny's Child (7-2000),Say My NameDestiny's Child,1,43.0,1,32,2000,7,29
290398,290398,http://www.billboard.com/charts/hot-100/1996-11-09,1996-11-09,48,Always Be My Baby,Mariah Carey (11-1996),Always Be My BabyMariah Carey,1,44.0,1,32,1996,11,9
290401,290401,http://www.billboard.com/charts/hot-100/1999-06-26,1999-06-26,49,...Baby One More Time,Britney Spears (6-1999),...Baby One More TimeBritney Spears,1,46.0,1,32,1999,6,26
290402,290402,http://www.billboard.com/charts/hot-100/2006-09-30,2006-09-30,49,Bad Day,Daniel Powter (9-2006),Bad DayDaniel Powter,1,49.0,1,32,2006,9,30
290410,290410,http://www.billboard.com/charts/hot-100/1995-06-17,1995-06-17,50,Creep,TLC (6-1995),CreepTLC,1,42.0,1,32,1995,6,17
290417,290417,http://www.billboard.com/charts/hot-100/1978-05-06,1978-05-06,91,Baby Come Back,Player (5-1978),Baby Come BackPlayer,1,96.0,1,32,1978,5,6
148844,148844,http://www.billboard.com/charts/hot-100/2005-10-29,2005-10-29,45,Hollaback Girl,Gwen Stefani (10-2005),Hollaback GirlGwen Stefani,1,40.0,1,31,2005,10,29
148850,148850,http://www.billboard.com/charts/hot-100/1997-05-10,1997-05-10,47,No Diggity,BLACKstreet (Featuring Dr. Dre) (5-1997),No DiggityBLACKstreet (Featuring Dr. Dre),1,42.0,1,31,1997,5,10
148851,148851,http://www.billboard.com/charts/hot-100/2006-10-28,2006-10-28,47,Hips Don't Lie,Shakira Featuring Wyclef Jean (10-2006),Hips Don't LieShakira Featuring Wyclef Jean,1,44.0,1,31,2006,10,28
148856,148856,http://www.billboard.com/charts/hot-100/2005-01-22,2005-01-22,48,Lean Back,Terror Squad (1-2005),Lean BackTerror Squad,1,31.0,1,31,2005,1,22
148857,148857,http://www.billboard.com/charts/hot-100/2010-04-03,2010-04-03,48,Fireflies,Owl City (4-2010),FirefliesOwl City,1,38.0,1,31,2010,4,3
148865,148865,http://www.billboard.com/charts/hot-100/2002-02-02,2002-02-02,49,I'm Real,Jennifer Lopez Featuring Ja Rule (2-2002),I'm RealJennifer Lopez Featuring Ja Rule,1,39.0,1,31,2002,2,2
